<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.48,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,62.14 ± 1.82 / 80.93 ± 0.90,34.47 ± 0.87 / 31.50 ± 0.73,12.30 ± 2.81 / 54.69 ± 1.36,37.23 ± 0.85 / 0.00 ± 0.00,31.44 ± 0.14 / 35.37 ± 0.14,0.00 ± 0.00 / 23.44 ± 0.80,0.00 ± 0.00 / 63.28 ± 1.13,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.50,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,94.77 ± 0.64 / 97.38 ± 0.32,20.75 ± 0.62 / 20.53 ± 0.67,1.79 ± 1.09 / 34.24 ± 1.53,58.15 ± 1.52 / 41.23 ± 1.76,25.22 ± 1.32 / 25.64 ± 1.58,9.88 ± 1.16 / 30.90 ± 1.23,2.09 ± 2.18 / 50.91 ± 1.12,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.50,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,78.52 ± 8.09 / 88.01 ± 6.06,30.01 ± 1.08 / 26.77 ± 0.72,5.53 ± 1.75 / 48.42 ± 2.86,13.24 ± 0.52 / 0.02 ± 0.04,34.32 ± 0.14 / 36.91 ± 0.17,6.62 ± 1.11 / 27.83 ± 0.95,2.78 ± 2.57 / 51.55 ± 1.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.52,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,72.36 ± 2.13 / 85.71 ± 1.19,22.18 ± 1.08 / 21.42 ± 0.96,3.66 ± 3.13 / 50.69 ± 1.73,61.76 ± 1.33 / 38.83 ± 1.15,21.67 ± 0.92 / 22.67 ± 1.05,12.25 ± 1.99 / 34.06 ± 1.61,6.86 ± 3.69 / 56.80 ± 2.50,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.53,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,73.52 ± 2.80 / 85.61 ± 1.87,28.05 ± 1.19 / 25.81 ± 1.14,6.17 ± 1.74 / 47.73 ± 1.89,18.61 ± 1.04 / 0.02 ± 0.04,33.10 ± 0.42 / 35.52 ± 0.44,11.84 ± 1.67 / 32.45 ± 1.48,0.18 ± 2.18 / 49.13 ± 0.87,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.55,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,45.78 ± 5.72 / 63.33 ± 4.78,33.52 ± 0.36 / 30.92 ± 0.52,0.86 ± 1.64 / 33.70 ± 0.57,54.17 ± 1.37 / 38.18 ± 1.60,27.33 ± 2.01 / 28.47 ± 2.24,14.30 ± 0.64 / 35.32 ± 0.65,0.90 ± 1.67 / 50.84 ± 0.65,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.59,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,63.75 ± 1.49 / 81.55 ± 0.79,36.31 ± 1.13 / 34.32 ± 1.09,6.88 ± 2.52 / 48.54 ± 1.73,5.95 ± 0.72 / 3.04 ± 0.43,23.11 ± 0.77 / 24.98 ± 0.84,40.57 ± 1.33 / 54.92 ± 1.13,5.37 ± 2.42 / 54.14 ± 1.27,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.61,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,86.03 ± 2.73 / 92.77 ± 1.61,15.99 ± 2.65 / 15.82 ± 2.70,0.72 ± 1.84 / 45.47 ± 1.23,45.88 ± 3.02 / 32.67 ± 2.39,27.53 ± 2.52 / 29.52 ± 2.87,-0.40 ± 0.92 / 24.42 ± 0.72,1.11 ± 2.46 / 50.25 ± 1.33,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.75,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,59.45 ± 10.89 / 73.69 ± 8.55,23.17 ± 1.46 / 23.11 ± 1.41,1.78 ± 2.09 / 42.34 ± 3.75,49.41 ± 1.33 / 35.15 ± 1.10,24.39 ± 3.18 / 25.91 ± 3.55,-0.01 ± 0.57 / 23.41 ± 0.67,0.41 ± 2.09 / 49.23 ± 0.68,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.80,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,42.64 ± 6.88 / 66.70 ± 6.39,25.31 ± 3.23 / 24.99 ± 3.14,-0.78 ± 1.17 / 33.47 ± 0.30,31.95 ± 2.46 / 21.56 ± 1.61,28.01 ± 3.07 / 29.95 ± 3.57,0.92 ± 1.36 / 24.23 ± 0.65,0.46 ± 0.80 / 49.15 ± 0.74,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.81,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,63.68 ± 4.62 / 79.90 ± 3.11,14.70 ± 0.89 / 14.50 ± 0.84,-1.86 ± 2.59 / 47.67 ± 1.34,58.76 ± 1.14 / 36.34 ± 1.31,19.53 ± 0.88 / 20.21 ± 0.98,11.73 ± 1.79 / 33.71 ± 1.39,2.09 ± 3.39 / 48.36 ± 2.43,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.90,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,48.13 ± 2.41 / 71.69 ± 2.33,20.45 ± 1.76 / 19.51 ± 1.58,-0.40 ± 1.19 / 38.32 ± 3.24,13.89 ± 2.02 / 2.82 ± 1.44,30.82 ± 0.22 / 34.04 ± 0.23,4.85 ± 1.10 / 28.15 ± 0.77,-0.12 ± 1.46 / 49.71 ± 0.72,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.93,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,32.49 ± 2.18 / 64.45 ± 1.26,32.28 ± 0.90 / 29.59 ± 0.71,10.63 ± 3.31 / 51.05 ± 1.65,9.36 ± 0.87 / 2.01 ± 0.44,19.08 ± 2.95 / 21.94 ± 3.42,13.00 ± 1.91 / 28.87 ± 1.44,4.01 ± 4.62 / 61.95 ± 2.22,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.94,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,46.09 ± 9.60 / 66.62 ± 8.65,25.64 ± 2.34 / 25.26 ± 2.36,-0.23 ± 1.05 / 37.96 ± 3.94,27.70 ± 2.85 / 16.87 ± 1.78,25.03 ± 2.50 / 26.54 ± 2.93,0.74 ± 1.01 / 24.55 ± 0.73,-0.44 ± 0.85 / 49.11 ± 0.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.97,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,38.78 ± 6.13 / 62.10 ± 5.68,17.00 ± 1.12 / 17.00 ± 0.93,-0.02 ± 0.87 / 36.45 ± 4.02,10.28 ± 0.84 / 1.30 ± 0.68,31.43 ± 0.33 / 34.47 ± 0.34,2.96 ± 1.30 / 26.22 ± 1.11,-0.89 ± 1.74 / 49.05 ± 0.78,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.99,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,8.72 ± 6.19 / 36.98 ± 2.96,17.16 ± 1.66 / 17.00 ± 1.65,0.00 ± 0.00 / 33.30 ± 0.27,50.04 ± 1.13 / 34.99 ± 0.97,26.05 ± 1.52 / 27.46 ± 1.68,4.61 ± 1.00 / 26.18 ± 0.87,-1.46 ± 1.47 / 49.01 ± 0.80,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,4.00,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,12.55 ± 13.70 / 42.33 ± 10.46,17.94 ± 0.99 / 18.16 ± 0.91,0.00 ± 0.00 / 33.30 ± 0.27,17.51 ± 1.74 / 0.26 ± 0.14,34.78 ± 0.29 / 38.29 ± 0.35,1.60 ± 1.18 / 25.63 ± 1.02,-1.15 ± 2.56 / 48.88 ± 0.94,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.01,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,19.26 ± 4.43 / 49.18 ± 6.06,27.40 ± 1.24 / 25.06 ± 0.94,-0.26 ± 1.95 / 42.64 ± 4.00,9.68 ± 0.64 / 0.00 ± 0.00,28.83 ± 1.20 / 29.58 ± 1.42,1.16 ± 1.03 / 25.21 ± 0.71,0.04 ± 1.45 / 49.11 ± 0.71,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.10,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,18.99 ± 10.55 / 47.26 ± 8.79,14.09 ± 2.41 / 13.95 ± 2.44,-0.15 ± 1.81 / 35.87 ± 2.29,6.22 ± 0.39 / 0.09 ± 0.07,32.79 ± 0.47 / 35.75 ± 0.56,1.07 ± 0.69 / 24.43 ± 0.79,0.03 ± 0.84 / 49.92 ± 0.94,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.14,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,25.24 ± 7.66 / 53.24 ± 7.45,11.44 ± 1.78 / 11.93 ± 1.68,-0.63 ± 1.09 / 37.75 ± 3.80,5.66 ± 0.86 / 1.18 ± 0.45,30.97 ± 0.29 / 33.91 ± 0.31,0.50 ± 1.02 / 24.25 ± 0.61,0.38 ± 1.87 / 50.80 ± 0.79,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.18,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,22.72 ± 3.45 / 56.35 ± 3.59,14.51 ± 0.88 / 14.54 ± 0.88,0.23 ± 0.93 / 44.37 ± 3.60,13.86 ± 1.43 / 7.19 ± 1.42,27.29 ± 1.95 / 29.59 ± 2.32,0.10 ± 0.77 / 23.71 ± 0.69,-1.48 ± 1.56 / 49.07 ± 0.71,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.14.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.20,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,9.91 ± 10.06 / 39.15 ± 7.26,15.89 ± 1.55 / 15.87 ± 1.36,0.56 ± 1.68 / 40.24 ± 4.51,15.53 ± 1.72 / 8.03 ± 1.17,27.35 ± 1.98 / 29.81 ± 2.33,0.58 ± 0.62 / 23.70 ± 0.59,-1.88 ± 2.51 / 48.81 ± 0.68,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mii-llm/nesso-0.4B-agentic'>mii-llm/nesso-0.4B-agentic (val)</a>,📝,4.21,560898240.0,128262.0,4096.0,✓,✗,(✓),✗,14.59 ± 4.11 / 48.77 ± 3.75,15.35 ± 0.56 / 15.56 ± 0.55,-0.48 ± 2.31 / 40.72 ± 2.25,7.47 ± 0.49 / 0.59 ± 0.21,29.83 ± 0.94 / 32.43 ± 1.10,3.72 ± 1.55 / 26.91 ± 1.38,-9.10 ± 2.29 / 46.56 ± 3.35,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.23,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,8.22 ± 6.92 / 43.57 ± 6.36,15.38 ± 1.62 / 15.62 ± 1.73,-0.83 ± 1.49 / 42.79 ± 3.27,6.25 ± 0.60 / 0.00 ± 0.00,28.27 ± 1.96 / 29.97 ± 2.21,-0.14 ± 0.96 / 24.87 ± 0.90,0.11 ± 2.95 / 49.88 ± 1.30,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.32,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,0.60 ± 1.50 / 33.87 ± 0.46,17.35 ± 0.92 / 17.91 ± 0.81,0.63 ± 0.88 / 34.07 ± 1.01,9.97 ± 1.35 / 6.35 ± 1.06,24.14 ± 1.71 / 25.21 ± 1.91,-0.08 ± 0.75 / 23.48 ± 0.57,3.43 ± 1.92 / 50.43 ± 0.77,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.36,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,14.84 ± 3.98 / 45.71 ± 5.62,20.95 ± 1.89 / 21.41 ± 1.62,1.58 ± 1.62 / 38.14 ± 3.12,7.74 ± 0.95 / 3.33 ± 0.81,20.41 ± 2.16 / 21.33 ± 2.62,0.41 ± 0.72 / 24.98 ± 0.54,-0.01 ± 2.14 / 49.72 ± 0.87,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.43,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,4.79 ± 3.56 / 34.38 ± 1.41,12.49 ± 1.76 / 12.94 ± 1.54,-0.11 ± 0.12 / 34.05 ± 0.88,9.55 ± 2.16 / 4.69 ± 1.40,22.63 ± 1.46 / 24.57 ± 1.84,0.06 ± 1.23 / 23.35 ± 0.75,0.59 ± 0.86 / 49.15 ± 0.75,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.14.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.52,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,3.02 ± 3.15 / 35.54 ± 3.54,9.08 ± 0.94 / 9.64 ± 1.05,0.78 ± 1.71 / 38.42 ± 4.30,2.51 ± 0.26 / 0.00 ± 0.00,21.96 ± 1.71 / 23.06 ± 1.91,-0.42 ± 0.96 / 24.65 ± 0.46,-0.73 ± 1.54 / 49.21 ± 0.72,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.56,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,0.00 ± 0.00 / 33.64 ± 0.44,11.46 ± 1.31 / 11.71 ± 1.19,0.00 ± 0.12 / 35.77 ± 3.28,2.90 ± 0.94 / 1.80 ± 0.84,19.05 ± 0.98 / 19.49 ± 1.04,0.09 ± 1.00 / 24.30 ± 0.82,1.69 ± 2.39 / 50.17 ± 1.41,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mii-llm/zagreus-0.4B-ita'>mii-llm/zagreus-0.4B-ita (val)</a>,🧠,4.67,437760960.0,128256.0,4096.0,✓,✗,(✓),✗,0.00 ± 0.00 / 34.38 ± 0.34,1.37 ± 1.06 / 1.31 ± 1.02,-2.32 ± 2.03 / 35.97 ± 2.23,2.59 ± 0.51 / 0.23 ± 0.16,18.01 ± 1.32 / 19.47 ± 1.42,2.49 ± 1.37 / 24.41 ± 0.96,-0.78 ± 2.97 / 62.81 ± 1.06,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.77,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,3.94 ± 3.59 / 45.98 ± 4.23,0.22 ± 0.21 / 0.30 ± 0.19,0.71 ± 1.50 / 37.21 ± 1.61,1.77 ± 0.17 / 0.00 ± 0.00,16.61 ± 0.69 / 18.47 ± 0.76,0.18 ± 0.94 / 24.00 ± 0.76,-1.82 ± 1.50 / 48.99 ± 0.66,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.14.0.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.93,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,-0.85 ± 0.86 / 36.46 ± 2.00,2.23 ± 0.59 / 2.14 ± 0.54,-0.95 ± 0.95 / 33.08 ± 0.29,1.43 ± 0.12 / 0.00 ± 0.00,9.20 ± 0.62 / 9.91 ± 0.68,3.52 ± 1.19 / 25.94 ± 1.34,-2.43 ± 2.30 / 59.14 ± 1.68,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,5.02,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,0.66 ± 3.31 / 41.20 ± 5.20,0.07 ± 0.05 / 0.06 ± 0.04,0.00 ± 0.00 / 33.30 ± 0.27,1.93 ± 0.09 / 0.00 ± 0.00,5.99 ± 0.31 / 6.16 ± 0.32,0.34 ± 0.85 / 25.23 ± 1.09,-0.53 ± 1.66 / 50.13 ± 0.47,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.14.0.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-,117654272.0,250037.0,512.0,✓,✗,(✓),✗,69.53 ± 1.47 / 84.47 ± 0.84,51.66 ± 2.01 / 52.03 ± 1.97,0.09 ± 1.25 / 47.14 ± 2.44,0.00 ± 0.00 / 0.00 ± 0.00,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,18.07 ± 9.21 / 44.53 ± 7.42,16.37 ± 3.17 / 16.11 ± 3.15,0.04 ± 0.85 / 38.42 ± 3.30,7.12 ± 0.88 / 0.07 ± 0.07,-,0.63 ± 1.08 / 24.97 ± 0.98,0.16 ± 1.97 / 49.69 ± 0.85,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,-,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,65.83 ± 3.85 / 81.50 ± 2.60,32.78 ± 1.05 / 29.99 ± 0.98,4.78 ± 1.28 / 43.80 ± 2.66,29.85 ± 5.06 / 15.06 ± 4.39,-,14.60 ± 0.89 / 35.35 ± 0.79,2.80 ± 1.50 / 50.31 ± 0.88,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,96.07 ± 0.29 / 98.04 ± 0.14,43.12 ± 0.99 / 39.58 ± 0.81,27.50 ± 1.81 / 61.42 ± 1.14,75.65 ± 0.82 / 53.08 ± 1.14,-,38.37 ± 1.01 / 53.74 ± 0.76,33.53 ± 1.60 / 66.77 ± 0.80,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-,470927360.0,501153.0,512.0,✓,✗,(✓),✗,79.94 ± 1.43 / 89.82 ± 0.77,77.37 ± 0.92 / 77.24 ± 0.94,27.02 ± 12.05 / 62.22 ± 6.13,23.35 ± 1.52 / 16.66 ± 1.49,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,95.67 ± 0.50 / 97.82 ± 0.26,42.36 ± 1.34 / 38.35 ± 1.11,25.24 ± 2.42 / 59.33 ± 3.03,21.97 ± 0.72 / 0.13 ± 0.07,-,37.38 ± 1.50 / 52.88 ± 1.13,28.29 ± 1.11 / 64.15 ± 0.54,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,95.70 ± 0.90 / 97.82 ± 0.47,25.44 ± 2.11 / 24.90 ± 1.79,25.05 ± 2.55 / 57.84 ± 3.99,69.83 ± 1.67 / 49.61 ± 2.25,-,39.04 ± 1.00 / 54.07 ± 0.80,11.46 ± 2.38 / 55.51 ± 1.24,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,97.26 ± 0.49 / 98.61 ± 0.25,44.87 ± 1.32 / 40.69 ± 1.32,45.32 ± 1.47 / 70.58 ± 1.10,27.91 ± 0.98 / 0.16 ± 0.09,-,47.85 ± 0.92 / 60.89 ± 0.70,36.11 ± 2.99 / 67.70 ± 1.58,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
