<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.13,751632384.0,151936.0,40960.0,✓,✗,✗,✓,52.72 ± 5.68 / 53.73 ± 4.41,51.76 ± 2.17 / 51.76 ± 2.17,1.28 ± 1.67 / 37.14 ± 3.47,41.22 ± 1.27 / 25.98 ± 1.41,37.49 ± 0.33 / 41.63 ± 0.40,8.25 ± 1.40 / 30.00 ± 0.97,0.27 ± 2.67 / 49.55 ± 1.23,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.19,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,42.12 ± 3.18 / 57.78 ± 1.40,58.39 ± 2.19 / 58.39 ± 2.19,10.34 ± 1.43 / 54.36 ± 1.07,52.87 ± 4.44 / 33.15 ± 3.21,26.28 ± 1.78 / 27.15 ± 2.03,13.84 ± 0.93 / 34.46 ± 0.63,7.03 ± 2.04 / 53.58 ± 1.02,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.23,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,15.22 ± 4.25 / 22.34 ± 3.84,64.00 ± 3.27 / 64.00 ± 3.27,0.00 ± 0.00 / 33.36 ± 0.27,72.27 ± 1.62 / 49.26 ± 4.33,28.69 ± 1.74 / 29.21 ± 1.84,16.83 ± 1.00 / 28.83 ± 0.84,-0.10 ± 1.60 / 49.22 ± 0.76,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.24,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,54.64 ± 2.99 / 53.10 ± 2.38,57.50 ± 0.89 / 57.50 ± 0.89,8.93 ± 2.82 / 53.89 ± 1.47,43.27 ± 0.74 / 0.00 ± 0.00,28.35 ± 0.28 / 34.01 ± 0.32,0.00 ± 0.00 / 23.75 ± 0.83,0.00 ± 0.00 / 63.28 ± 1.13,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.26,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,48.84 ± 2.72 / 48.51 ± 1.69,60.39 ± 1.55 / 60.39 ± 1.55,14.13 ± 3.45 / 51.14 ± 1.63,17.23 ± 1.14 / 7.34 ± 0.96,19.25 ± 0.72 / 22.30 ± 0.84,38.51 ± 1.38 / 53.52 ± 1.05,12.92 ± 2.66 / 56.80 ± 1.34,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.28,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,53.23 ± 6.84 / 53.26 ± 4.21,50.80 ± 1.75 / 50.80 ± 1.75,4.55 ± 1.19 / 47.05 ± 1.96,18.74 ± 0.54 / 0.00 ± 0.00,33.85 ± 0.61 / 37.90 ± 0.68,13.30 ± 1.57 / 31.90 ± 1.68,-1.20 ± 2.74 / 49.03 ± 0.87,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.30,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,59.64 ± 3.18 / 65.06 ± 1.39,47.08 ± 1.56 / 47.08 ± 1.56,0.00 ± 0.00 / 33.36 ± 0.27,18.08 ± 0.38 / 0.02 ± 0.04,30.47 ± 0.78 / 32.63 ± 0.98,20.58 ± 0.82 / 39.44 ± 0.66,7.58 ± 2.17 / 52.12 ± 0.94,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.36,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,17.66 ± 3.31 / 23.85 ± 3.53,58.46 ± 1.65 / 58.46 ± 1.65,0.00 ± 0.00 / 32.87 ± 0.49,64.29 ± 0.60 / 40.83 ± 1.68,25.72 ± 1.16 / 28.17 ± 1.55,13.93 ± 1.59 / 33.67 ± 1.45,1.01 ± 2.45 / 50.47 ± 2.55,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.38,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,54.46 ± 5.43 / 55.32 ± 2.95,41.46 ± 3.65 / 41.46 ± 3.65,0.00 ± 0.00 / 33.36 ± 0.27,48.87 ± 1.90 / 30.57 ± 1.99,29.96 ± 0.97 / 33.00 ± 1.21,0.22 ± 1.02 / 24.89 ± 0.81,-1.89 ± 1.87 / 48.82 ± 1.07,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.41,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,51.14 ± 4.13 / 55.54 ± 2.94,44.28 ± 1.69 / 44.28 ± 1.69,2.98 ± 1.39 / 45.95 ± 2.27,15.82 ± 0.59 / 0.29 ± 0.30,32.19 ± 0.28 / 36.57 ± 0.31,9.82 ± 0.83 / 31.89 ± 0.63,1.42 ± 2.43 / 49.21 ± 0.69,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.51,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,41.68 ± 4.41 / 54.82 ± 2.57,36.27 ± 1.58 / 36.27 ± 1.58,3.78 ± 1.79 / 39.74 ± 3.40,16.29 ± 0.48 / 0.06 ± 0.09,35.53 ± 0.18 / 39.75 ± 0.24,4.87 ± 1.07 / 27.00 ± 1.00,-2.54 ± 2.55 / 48.29 ± 1.12,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.57,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,42.91 ± 6.76 / 44.47 ± 4.55,33.76 ± 3.85 / 33.76 ± 3.85,0.00 ± 0.00 / 33.36 ± 0.27,34.88 ± 2.17 / 19.28 ± 2.47,30.84 ± 1.55 / 34.31 ± 1.84,-0.12 ± 1.04 / 22.50 ± 0.89,-2.34 ± 2.45 / 49.11 ± 0.91,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.57,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,16.85 ± 3.55 / 36.65 ± 2.28,45.12 ± 3.06 / 45.12 ± 3.06,20.81 ± 2.04 / 60.03 ± 1.08,6.99 ± 0.62 / 1.01 ± 0.27,27.20 ± 0.38 / 33.86 ± 0.48,10.03 ± 1.81 / 27.15 ± 1.19,7.39 ± 3.34 / 62.81 ± 1.32,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.59,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,41.71 ± 6.55 / 49.15 ± 4.45,33.09 ± 2.58 / 33.09 ± 2.58,0.00 ± 0.00 / 32.87 ± 0.49,61.75 ± 1.10 / 32.21 ± 2.04,18.13 ± 0.89 / 19.25 ± 0.99,9.71 ± 2.18 / 32.19 ± 1.59,6.28 ± 4.57 / 56.09 ± 2.09,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.60,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,59.88 ± 3.36 / 60.33 ± 2.19,15.10 ± 2.23 / 15.10 ± 2.23,0.00 ± 0.00 / 33.36 ± 0.27,50.22 ± 1.22 / 30.97 ± 2.42,28.53 ± 1.62 / 31.40 ± 2.04,-0.26 ± 0.92 / 21.94 ± 0.55,-0.37 ± 2.18 / 49.34 ± 0.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.62,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,15.15 ± 5.76 / 23.16 ± 8.19,45.44 ± 2.57 / 45.44 ± 2.57,0.00 ± 0.00 / 33.36 ± 0.27,62.53 ± 1.54 / 41.44 ± 3.02,20.65 ± 1.88 / 21.57 ± 2.24,14.39 ± 1.83 / 30.21 ± 1.45,3.74 ± 2.97 / 50.41 ± 1.17,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.63,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,47.88 ± 2.63 / 50.13 ± 1.00,42.29 ± 0.87 / 42.29 ± 0.87,2.09 ± 2.50 / 49.20 ± 1.20,33.44 ± 0.60 / 0.00 ± 0.00,23.73 ± 0.17 / 28.48 ± 0.17,0.00 ± 0.00 / 23.75 ± 0.83,0.00 ± 0.00 / 63.28 ± 1.13,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.65,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,29.04 ± 12.80 / 30.54 ± 11.41,53.61 ± 3.39 / 53.61 ± 3.39,0.00 ± 0.00 / 33.36 ± 0.27,33.06 ± 1.72 / 17.10 ± 1.59,23.55 ± 3.23 / 25.83 ± 3.84,-0.28 ± 0.97 / 24.24 ± 0.56,-0.95 ± 2.60 / 48.87 ± 1.01,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.67,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,19.31 ± 10.50 / 30.37 ± 9.92,33.71 ± 2.30 / 33.71 ± 2.30,0.00 ± 0.00 / 33.36 ± 0.27,19.30 ± 2.31 / 0.39 ± 0.31,36.37 ± 0.26 / 41.28 ± 0.36,1.68 ± 1.13 / 26.05 ± 0.97,0.26 ± 1.41 / 49.39 ± 0.94,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.67,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,41.51 ± 4.25 / 50.73 ± 2.91,30.24 ± 2.71 / 30.24 ± 2.71,0.79 ± 1.88 / 45.88 ± 3.12,12.26 ± 0.41 / 0.04 ± 0.08,31.66 ± 0.66 / 35.91 ± 0.74,8.57 ± 0.83 / 28.09 ± 0.67,0.00 ± 0.00 / 49.12 ± 0.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.76,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,9.04 ± 3.20 / 15.90 ± 5.70,55.52 ± 2.79 / 55.52 ± 2.79,0.30 ± 0.45 / 33.41 ± 0.26,12.93 ± 0.76 / 0.04 ± 0.08,30.42 ± 1.44 / 31.70 ± 1.75,-0.03 ± 1.19 / 24.89 ± 1.00,-1.15 ± 2.53 / 49.18 ± 1.12,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.79,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,27.37 ± 15.67 / 42.17 ± 5.80,20.28 ± 4.62 / 20.28 ± 4.62,0.00 ± 0.00 / 33.36 ± 0.27,49.46 ± 1.14 / 31.61 ± 1.87,25.34 ± 1.46 / 25.99 ± 1.61,1.25 ± 0.87 / 23.08 ± 0.93,0.36 ± 2.02 / 49.40 ± 0.81,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,3.80,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,17.62 ± 6.35 / 29.98 ± 8.38,29.22 ± 4.05 / 29.22 ± 4.05,0.00 ± 0.00 / 33.36 ± 0.27,6.44 ± 0.36 / 0.00 ± 0.00,35.49 ± 0.92 / 40.35 ± 1.13,0.58 ± 1.06 / 23.76 ± 1.52,0.20 ± 2.18 / 50.02 ± 1.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.82,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,39.02 ± 6.84 / 44.92 ± 5.43,22.01 ± 3.05 / 22.01 ± 3.05,1.54 ± 1.05 / 33.13 ± 0.57,53.08 ± 1.13 / 27.69 ± 1.31,16.85 ± 0.79 / 17.67 ± 0.92,6.42 ± 1.99 / 29.92 ± 1.44,-4.42 ± 4.89 / 45.78 ± 2.93,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,3.93,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,21.16 ± 3.72 / 33.10 ± 2.12,27.63 ± 1.81 / 27.63 ± 1.81,-0.28 ± 0.80 / 38.62 ± 2.94,8.63 ± 0.50 / 0.43 ± 0.21,27.93 ± 0.39 / 32.10 ± 0.47,2.48 ± 0.86 / 27.01 ± 0.71,1.30 ± 1.85 / 49.65 ± 0.42,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,3.98,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,0.14 ± 0.18 / 1.95 ± 0.12,27.46 ± 1.20 / 27.46 ± 1.20,-0.27 ± 1.58 / 39.98 ± 3.39,10.74 ± 1.11 / 3.70 ± 1.08,36.15 ± 1.02 / 40.63 ± 1.18,0.74 ± 0.79 / 22.33 ± 0.79,0.00 ± 0.00 / 49.12 ± 0.75,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.14.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.01,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,9.84 ± 7.18 / 35.13 ± 2.87,38.53 ± 2.27 / 38.53 ± 2.27,-0.08 ± 1.40 / 37.73 ± 3.36,7.76 ± 0.39 / 0.00 ± 0.00,27.80 ± 2.22 / 30.57 ± 2.59,-1.25 ± 0.98 / 24.70 ± 1.04,0.47 ± 2.41 / 49.26 ± 0.76,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.01,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,16.38 ± 5.53 / 27.22 ± 7.66,35.84 ± 3.19 / 35.84 ± 3.19,0.00 ± 0.00 / 33.36 ± 0.27,6.67 ± 1.09 / 2.00 ± 0.86,25.22 ± 2.16 / 27.74 ± 2.69,0.06 ± 1.21 / 24.15 ± 0.98,1.75 ± 2.19 / 51.09 ± 1.11,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.02,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,29.35 ± 7.19 / 44.12 ± 4.84,9.68 ± 2.59 / 9.68 ± 2.59,-0.32 ± 0.62 / 33.29 ± 0.27,12.95 ± 1.00 / 8.04 ± 1.13,28.66 ± 1.49 / 31.47 ± 1.75,-0.45 ± 1.12 / 22.70 ± 0.63,2.25 ± 2.30 / 50.01 ± 1.22,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.17,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,0.51 ± 0.49 / 2.09 ± 0.26,25.85 ± 3.77 / 25.85 ± 3.77,0.00 ± 0.00 / 33.36 ± 0.27,12.53 ± 0.93 / 3.64 ± 1.11,25.51 ± 1.91 / 28.52 ± 2.34,-0.65 ± 0.61 / 22.31 ± 0.42,-0.55 ± 2.20 / 49.04 ± 0.74,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.19,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,3.30 ± 4.23 / 14.54 ± 9.77,27.85 ± 2.45 / 27.85 ± 2.45,-0.30 ± 0.59 / 33.30 ± 0.27,4.42 ± 0.23 / 0.00 ± 0.00,26.16 ± 1.96 / 28.95 ± 2.31,0.07 ± 0.84 / 24.60 ± 0.82,0.64 ± 1.49 / 49.80 ± 0.97,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.20,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,8.87 ± 7.76 / 33.26 ± 7.59,16.24 ± 3.22 / 16.24 ± 3.22,0.01 ± 0.02 / 34.63 ± 2.48,3.41 ± 0.72 / 1.26 ± 0.63,28.21 ± 2.17 / 30.83 ± 2.55,0.72 ± 0.96 / 24.36 ± 0.87,-0.24 ± 2.13 / 49.05 ± 1.07,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mii-llm/nesso-0.4B-agentic'>mii-llm/nesso-0.4B-agentic (val)</a>,📝,4.23,560898240.0,128262.0,4096.0,✓,✗,(✓),✗,19.64 ± 4.54 / 31.80 ± 4.36,3.50 ± 1.00 / 3.50 ± 1.00,0.00 ± 0.00 / 32.87 ± 0.49,17.54 ± 0.46 / 5.81 ± 0.27,22.50 ± 1.31 / 26.37 ± 1.53,1.20 ± 1.23 / 26.37 ± 0.88,0.00 ± 0.00 / 45.47 ± 4.31,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.24,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,3.04 ± 3.65 / 27.77 ± 8.01,24.81 ± 4.09 / 24.81 ± 4.09,0.21 ± 0.42 / 33.37 ± 0.25,6.60 ± 1.03 / 2.83 ± 1.16,22.86 ± 2.76 / 24.92 ± 3.34,0.58 ± 0.74 / 22.25 ± 0.64,0.00 ± 0.76 / 49.12 ± 0.76,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.14.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/mii-llm/zagreus-0.4B-ita'>mii-llm/zagreus-0.4B-ita (val)</a>,🧠,4.47,437760960.0,128256.0,4096.0,✓,✗,(✓),✗,9.15 ± 4.66 / 19.47 ± 4.63,4.26 ± 2.60 / 4.26 ± 2.60,0.00 ± 0.00 / 32.87 ± 0.49,4.11 ± 0.49 / 0.07 ± 0.07,19.85 ± 0.92 / 22.77 ± 1.18,0.60 ± 0.85 / 23.91 ± 0.91,-0.80 ± 1.66 / 62.97 ± 1.23,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.59,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,-0.18 ± 3.30 / 12.72 ± 5.07,10.33 ± 2.52 / 10.33 ± 2.52,0.65 ± 1.26 / 35.33 ± 3.43,2.84 ± 0.31 / 0.00 ± 0.00,17.60 ± 0.35 / 20.41 ± 0.39,2.02 ± 0.79 / 25.68 ± 0.70,-2.39 ± 1.95 / 48.29 ± 0.78,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.14.0.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.67,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,1.08 ± 5.38 / 22.65 ± 5.40,14.47 ± 0.94 / 14.47 ± 0.94,1.07 ± 0.73 / 33.05 ± 0.38,3.62 ± 0.17 / 0.00 ± 0.00,9.30 ± 0.34 / 10.89 ± 0.40,0.15 ± 1.39 / 25.90 ± 1.24,1.43 ± 1.48 / 45.39 ± 4.29,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.81,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,0.51 ± 1.35 / 5.80 ± 3.60,0.00 ± 0.00 / 0.00 ± 0.00,0.46 ± 0.90 / 38.10 ± 4.82,3.62 ± 0.27 / 0.02 ± 0.04,8.63 ± 0.22 / 9.17 ± 0.25,0.42 ± 1.28 / 22.40 ± 0.57,0.42 ± 2.64 / 49.46 ± 0.64,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.14.0.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,55.79 ± 1.32 / 58.22 ± 1.43,69.77 ± 1.58 / 69.77 ± 1.58,0.00 ± 0.00 / 33.36 ± 0.27,15.98 ± 0.51 / 0.04 ± 0.05,-,76.08 ± 0.85 / 82.02 ± 0.64,53.87 ± 1.79 / 76.91 ± 0.90,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-,117654272.0,250037.0,512.0,✓,✗,(✓),✗,46.22 ± 11.71 / 50.32 ± 4.93,66.97 ± 1.10 / 66.97 ± 1.10,0.94 ± 1.05 / 49.17 ± 0.98,0.08 ± 0.07 / 0.08 ± 0.07,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-,470927360.0,501153.0,512.0,✓,✗,(✓),✗,51.10 ± 12.01 / 53.88 ± 5.61,83.21 ± 1.00 / 83.21 ± 1.00,35.81 ± 15.85 / 66.23 ± 8.06,26.44 ± 1.73 / 19.95 ± 1.27,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
