<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.04,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,69.45 ± 1.34 / 74.19 ± 0.83,43.42 ± 1.35 / 35.12 ± 2.34,11.87 ± 3.44 / 55.11 ± 1.70,26.26 ± 0.70 / 0.00 ± 0.00,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.05,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,86.93 ± 2.17 / 91.77 ± 1.51,33.88 ± 3.10 / 36.84 ± 3.87,19.09 ± 5.32 / 57.62 ± 3.46,15.04 ± 5.57 / 5.01 ± 2.73,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.05,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,62.17 ± 1.68 / 70.40 ± 1.42,36.64 ± 1.43 / 30.91 ± 1.50,16.13 ± 2.28 / 52.87 ± 1.99,32.66 ± 3.33 / 9.73 ± 3.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.05,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,87.07 ± 1.60 / 89.62 ± 1.35,34.63 ± 0.81 / 26.93 ± 1.26,19.54 ± 3.10 / 55.82 ± 3.44,14.86 ± 2.17 / 0.05 ± 0.03,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3'>speakleash/Bielik-1.5B-v3</a>,📝,3.09,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,79.16 ± 2.36 / 80.26 ± 2.65,25.28 ± 2.65 / 20.97 ± 1.01,3.78 ± 1.94 / 34.12 ± 0.75,43.35 ± 1.11 / 23.58 ± 1.08,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.09,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,66.34 ± 5.02 / 75.46 ± 3.55,24.25 ± 1.29 / 21.53 ± 0.86,11.50 ± 2.55 / 53.85 ± 1.49,40.39 ± 2.41 / 18.65 ± 2.19,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.11,108867577.0,84985.0,512.0,✓,✗,(✓),✗,75.12 ± 1.38 / 84.96 ± 0.78,65.62 ± 0.95 / 63.02 ± 0.87,3.50 ± 2.69 / 42.75 ± 5.62,6.26 ± 1.71 / 1.51 ± 0.43,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.12,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,70.47 ± 1.11 / 74.95 ± 1.69,27.63 ± 0.81 / 24.54 ± 0.94,6.71 ± 1.56 / 41.33 ± 1.60,42.52 ± 0.86 / 21.94 ± 0.70,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.13,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,68.13 ± 6.26 / 74.05 ± 5.59,32.90 ± 1.32 / 25.54 ± 1.66,9.05 ± 4.22 / 38.27 ± 3.22,32.75 ± 5.74 / 18.19 ± 3.45,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.17,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,68.37 ± 2.16 / 74.74 ± 1.73,46.84 ± 2.12 / 39.88 ± 2.16,17.40 ± 2.60 / 58.14 ± 1.32,8.51 ± 1.13 / 4.30 ± 0.83,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.18,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,60.34 ± 1.83 / 68.10 ± 1.82,35.13 ± 1.99 / 28.60 ± 1.63,14.40 ± 3.19 / 49.92 ± 2.58,29.49 ± 2.39 / 7.18 ± 2.27,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.20,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,82.06 ± 1.27 / 85.46 ± 1.27,35.17 ± 1.64 / 27.01 ± 2.31,10.14 ± 3.33 / 49.76 ± 4.89,19.08 ± 2.23 / 0.27 ± 0.08,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,3.32,2023868416.0,64000.0,4096.0,✓,✗,(✓),✗,42.79 ± 5.57 / 49.12 ± 6.25,21.66 ± 1.96 / 18.39 ± 1.75,3.85 ± 1.90 / 38.25 ± 3.79,53.20 ± 1.35 / 32.00 ± 0.97,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.32,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,82.75 ± 2.35 / 86.12 ± 1.84,20.80 ± 2.45 / 17.42 ± 2.14,16.66 ± 2.61 / 57.29 ± 1.42,14.74 ± 0.76 / 0.05 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.36,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,75.89 ± 4.70 / 74.76 ± 6.17,17.79 ± 1.66 / 16.84 ± 1.44,3.72 ± 2.28 / 46.05 ± 3.85,32.43 ± 3.46 / 15.58 ± 3.02,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.37,751632384.0,151936.0,40960.0,✓,✗,✗,✓,58.23 ± 1.94 / 58.82 ± 0.98,26.31 ± 1.78 / 20.42 ± 1.80,3.33 ± 0.97 / 46.44 ± 0.96,32.89 ± 0.63 / 17.46 ± 0.58,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.37,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,32.52 ± 3.08 / 37.93 ± 1.60,29.06 ± 1.45 / 24.04 ± 1.15,4.37 ± 1.65 / 35.72 ± 1.38,49.42 ± 1.13 / 31.35 ± 1.29,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.44,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,67.17 ± 4.28 / 74.70 ± 3.42,15.50 ± 1.31 / 13.85 ± 0.80,2.74 ± 2.59 / 49.31 ± 2.37,31.33 ± 3.96 / 14.74 ± 3.48,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.46,117654272.0,250037.0,512.0,✓,✗,(✓),✗,84.27 ± 0.85 / 90.22 ± 0.48,33.49 ± 1.71 / 39.39 ± 1.13,-0.13 ± 1.51 / 47.15 ± 2.21,8.05 ± 0.36 / 0.78 ± 0.20,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.47,93990500.0,65636.0,512.0,✓,✗,(✓),✓,71.61 ± 2.63 / 83.29 ± 1.63,33.65 ± 1.63 / 34.83 ± 1.50,4.09 ± 1.91 / 50.26 ± 1.67,11.50 ± 2.06 / 3.56 ± 0.63,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.48,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,53.79 ± 3.88 / 53.12 ± 3.55,24.58 ± 1.15 / 19.49 ± 0.95,7.44 ± 1.52 / 51.69 ± 1.66,28.96 ± 2.25 / 9.14 ± 2.78,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.48,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,83.65 ± 3.15 / 89.83 ± 1.75,24.73 ± 4.42 / 30.94 ± 3.32,3.68 ± 2.45 / 47.75 ± 4.24,12.93 ± 4.46 / 4.53 ± 2.39,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.49,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,40.38 ± 2.63 / 54.45 ± 2.11,40.92 ± 1.75 / 33.96 ± 1.33,16.07 ± 3.78 / 55.32 ± 2.17,9.21 ± 0.69 / 0.80 ± 0.18,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.49,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,73.06 ± 2.47 / 78.92 ± 2.13,24.11 ± 1.32 / 18.20 ± 0.88,6.83 ± 2.40 / 48.44 ± 2.72,15.89 ± 1.63 / 0.05 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.51,751632384.0,151936.0,40960.0,✓,✗,✗,✓,52.77 ± 6.04 / 49.98 ± 4.26,24.66 ± 1.80 / 18.24 ± 1.80,2.19 ± 1.56 / 37.88 ± 5.06,31.28 ± 1.50 / 14.22 ± 0.82,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.54,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,69.50 ± 3.92 / 75.96 ± 3.15,11.67 ± 1.51 / 10.84 ± 1.11,3.51 ± 2.63 / 49.52 ± 1.50,29.21 ± 2.45 / 14.36 ± 1.95,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.56,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,61.49 ± 6.40 / 75.28 ± 4.40,30.90 ± 2.00 / 33.58 ± 2.62,1.24 ± 2.43 / 48.91 ± 1.07,14.18 ± 2.33 / 3.51 ± 0.85,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.59,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,43.32 ± 7.18 / 50.93 ± 8.06,31.50 ± 2.28 / 23.61 ± 2.19,3.17 ± 2.30 / 41.23 ± 4.26,24.64 ± 2.00 / 6.29 ± 1.99,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,3.59,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,71.68 ± 3.98 / 71.08 ± 6.51,24.04 ± 1.61 / 20.67 ± 1.67,-0.65 ± 1.47 / 39.67 ± 3.90,15.41 ± 0.77 / 0.06 ± 0.04,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.62,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,9.63 ± 4.37 / 14.94 ± 2.87,45.11 ± 1.34 / 27.54 ± 2.32,7.14 ± 3.43 / 44.49 ± 5.21,23.09 ± 4.40 / 5.49 ± 1.92,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.67,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,59.45 ± 3.90 / 74.60 ± 3.08,29.87 ± 1.36 / 33.75 ± 1.45,1.71 ± 1.20 / 47.26 ± 3.07,13.00 ± 2.31 / 2.99 ± 0.73,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,3.69,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,63.24 ± 2.53 / 63.86 ± 3.37,23.13 ± 0.77 / 19.96 ± 0.75,1.28 ± 1.98 / 38.89 ± 1.99,15.51 ± 1.05 / 1.56 ± 1.07,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.78,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,10.63 ± 3.92 / 15.38 ± 3.03,16.93 ± 1.79 / 16.34 ± 1.71,3.50 ± 4.16 / 35.20 ± 2.67,42.03 ± 1.64 / 21.24 ± 1.36,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3'>speakleash/Bielik-1.5B-v3 (zero-shot)</a>,📝,3.78,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,43.44 ± 0.74 / 54.48 ± 0.60,19.32 ± 0.42 / 17.28 ± 0.30,0.00 ± 0.00 / 33.36 ± 0.27,26.75 ± 0.37 / 14.08 ± 0.29,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.83,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,30.41 ± 6.28 / 42.16 ± 5.37,7.02 ± 2.48 / 9.53 ± 1.18,2.03 ± 1.65 / 44.18 ± 4.16,41.38 ± 1.23 / 18.84 ± 1.25,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,3.83,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,50.47 ± 2.69 / 59.97 ± 1.90,25.76 ± 1.58 / 22.51 ± 2.10,3.24 ± 2.11 / 47.07 ± 0.87,9.77 ± 1.11 / 5.78 ± 0.74,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,3.89,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,30.87 ± 1.89 / 36.88 ± 1.02,45.08 ± 0.76 / 31.06 ± 2.10,0.00 ± 0.00 / 33.30 ± 0.27,1.10 ± 0.03 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.96,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,14.10 ± 6.97 / 27.06 ± 6.07,22.47 ± 2.04 / 19.79 ± 1.55,2.64 ± 1.06 / 38.39 ± 3.36,26.76 ± 1.09 / 12.98 ± 1.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,3.96,1791080448.0,120818.0,262144.0,✓,✗,(✓),✓,40.13 ± 2.75 / 52.61 ± 3.05,16.11 ± 2.25 / 16.37 ± 1.88,0.51 ± 1.48 / 43.17 ± 0.68,18.17 ± 0.58 / 0.00 ± 0.00,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.97,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,12.77 ± 7.13 / 17.66 ± 4.92,4.53 ± 1.92 / 5.38 ± 1.28,4.51 ± 1.70 / 48.05 ± 3.18,39.16 ± 1.05 / 21.89 ± 0.92,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,3.97,949685760.0,128256.0,4096.0,✗,✗,(✓),✓,15.00 ± 8.94 / 28.31 ± 7.39,29.55 ± 1.74 / 22.07 ± 2.09,-0.43 ± 1.54 / 34.74 ± 1.33,20.71 ± 1.46 / 8.87 ± 2.01,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/lapa-llm/lapa-12b-pt'>lapa-llm/lapa-12b-pt</a>,📝,3.98,12187325040.0,262144.0,8192.0,✓,✗,(✓),✗,9.45 ± 5.43 / 15.64 ± 3.79,44.12 ± 1.93 / 33.21 ± 2.73,4.08 ± 2.38 / 43.41 ± 4.51,2.49 ± 0.18 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,4.02,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,13.58 ± 5.23 / 27.61 ± 5.40,15.98 ± 4.19 / 15.91 ± 2.48,-0.31 ± 2.27 / 43.75 ± 3.43,28.49 ± 1.12 / 15.98 ± 1.06,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.12,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,12.72 ± 2.95 / 21.44 ± 3.64,29.14 ± 1.18 / 23.32 ± 1.17,0.16 ± 2.75 / 42.88 ± 3.09,8.74 ± 1.90 / 0.01 ± 0.01,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.12,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,27.90 ± 10.53 / 38.24 ± 8.78,13.38 ± 3.42 / 13.31 ± 3.00,-0.24 ± 1.86 / 35.00 ± 1.82,15.03 ± 1.47 / 5.16 ± 1.83,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.27,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,16.70 ± 8.09 / 30.23 ± 9.74,15.51 ± 0.69 / 14.11 ± 0.96,3.61 ± 2.05 / 42.41 ± 4.29,9.16 ± 0.47 / 0.11 ± 0.20,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.30,?,103424.0,131072.0,✓,✗,(✓),✗,14.55 ± 4.18 / 35.51 ± 4.37,20.02 ± 1.85 / 18.08 ± 1.55,-2.79 ± 1.94 / 45.01 ± 3.32,10.30 ± 1.46 / 1.61 ± 0.53,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.32,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,8.08 ± 4.89 / 25.63 ± 6.26,16.85 ± 1.76 / 16.32 ± 1.71,0.50 ± 1.57 / 36.11 ± 3.37,11.93 ± 1.02 / 4.63 ± 1.18,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
fresh-xlm-roberta-base,🔍,4.33,278885778.0,250002.0,512.0,✓,✗,✗,✓,48.74 ± 16.19 / 64.08 ± 14.19,2.61 ± 2.48 / 2.36 ± 2.25,0.52 ± 0.87 / 36.94 ± 3.64,0.00 ± 0.00 / 0.00 ± 0.00,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.36,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,7.38 ± 6.01 / 22.06 ± 5.06,15.08 ± 0.87 / 15.75 ± 0.95,1.19 ± 1.73 / 37.66 ± 4.58,9.76 ± 1.55 / 3.77 ± 1.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.36,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,6.14 ± 4.33 / 23.62 ± 4.69,15.77 ± 0.97 / 13.62 ± 1.09,0.80 ± 2.21 / 39.44 ± 4.43,10.03 ± 0.46 / 0.10 ± 0.07,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.37,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,15.73 ± 5.58 / 24.35 ± 5.71,10.50 ± 3.71 / 11.90 ± 1.47,1.64 ± 1.85 / 39.72 ± 4.15,7.17 ± 0.40 / 0.05 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.39,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,1.21 ± 1.81 / 21.09 ± 2.05,8.34 ± 1.46 / 9.12 ± 0.96,0.00 ± 0.00 / 33.46 ± 0.34,17.99 ± 0.87 / 7.81 ± 0.82,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.42,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,1.57 ± 5.36 / 20.76 ± 3.24,12.10 ± 1.30 / 11.78 ± 1.04,-0.16 ± 1.70 / 39.72 ± 4.93,11.94 ± 0.76 / 3.94 ± 1.16,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.45,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,13.86 ± 4.86 / 30.76 ± 6.84,9.23 ± 3.25 / 10.91 ± 2.22,-1.82 ± 1.05 / 37.59 ± 3.78,7.03 ± 0.51 / 0.02 ± 0.02,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.49,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,1.73 ± 3.81 / 19.47 ± 2.77,13.46 ± 1.77 / 12.59 ± 1.49,1.41 ± 1.64 / 34.47 ± 1.77,6.51 ± 0.87 / 1.36 ± 0.64,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,4.55,359431168.0,128256.0,4096.0,✗,✗,(✓),✓,-2.51 ± 4.45 / 18.45 ± 3.08,12.62 ± 1.32 / 12.36 ± 0.97,0.73 ± 0.98 / 34.45 ± 2.02,6.53 ± 0.48 / 1.78 ± 0.57,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.57,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,3.28 ± 5.45 / 20.15 ± 4.15,12.20 ± 1.07 / 12.05 ± 1.01,-0.79 ± 1.45 / 39.06 ± 4.62,3.60 ± 0.37 / 0.56 ± 0.32,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.59,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,8.98 ± 2.06 / 27.11 ± 4.01,4.59 ± 1.61 / 3.79 ± 1.23,-0.61 ± 0.98 / 37.95 ± 3.38,5.13 ± 0.26 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
