<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,~~~<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>~~~,,~~~<a id=14 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>~~~,,<a id=16 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=17 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,~~~<a id=18 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>~~~,,<a id=20 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,,,,
<a href='https://hf.co/CohereForAI/aya-23-35B'>CohereForAI/aya-23-35B</a>,📝,-,?,34980831232.0,256000.0,8192.0,✗,✗,(✓),✗,51.63 ± 1.18 / 67.32 ± 0.86,70.50 ± 1.89 / 57.49 ± 3.11,65.31 ± 0.91 / 56.95 ± 1.95,22.02 ± 2.51 / 56.53 ± 2.98,14.95 ± 1.93 / 55.44 ± 2.13,69.35 ± 2.03 / 43.73 ± 2.10,-,28.05 ± 1.40 / 45.89 ± 1.08,0.17 ± 1.02 / 25.00 ± 0.69,49.99 ± 1.99 / 59.17 ± 1.75,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0,-,15.10.0.dev0,15.10.1.dev0,15.10.0.dev0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b'>AI-Sweden-Models/gpt-sw3-20b</a>,🧠,-,N/A,20918423552.0,64000.0,2048.0,✓,✗,(✓),✗,5.41 ± 2.80 / 22.80 ± 0.69,-,-,0.00 ± 0.00 / 33.30 ± 0.27,0.00 ± 0.00 / 33.30 ± 0.27,-,-,6.48 ± 1.23 / 30.77 ± 1.04,2.73 ± 1.03 / 26.05 ± 0.57,3.38 ± 1.98 / 20.80 ± 1.59,16.5.0.dev0,-,-,16.5.0.dev0,16.5.0.dev0,-,-,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/01-ai/Yi-1.5-6B'>01-ai/Yi-1.5-6B</a>,🧠,-,N/A,6061035520.0,64000.0,4096.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,22.75 ± 0.76 / 42.64 ± 0.51,-0.83 ± 0.73 / 24.44 ± 0.54,39.29 ± 1.68 / 50.76 ± 1.43,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/01-ai/Yi-1.5-9B'>01-ai/Yi-1.5-9B</a>,🧠,-,N/A,8829407232.0,64000.0,4096.0,✓,✗,(✓),✗,43.74 ± 1.53 / 55.32 ± 2.14,55.67 ± 1.91 / 41.09 ± 2.54,58.13 ± 1.75 / 44.14 ± 2.30,15.26 ± 7.69 / 44.46 ± 7.25,8.39 ± 4.34 / 39.81 ± 5.44,68.41 ± 5.57 / 44.88 ± 7.01,-,29.70 ± 0.92 / 48.10 ± 0.66,2.07 ± 0.88 / 26.50 ± 0.58,53.98 ± 1.32 / 63.06 ± 1.13,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,-,15.8.2.dev0,15.10.1.dev0,15.8.2.dev0
<a href='https://hf.co/01-ai/Yi-6B'>01-ai/Yi-6B</a>,🧠,-,N/A,6061035520.0,64000.0,4096.0,✓,✗,(✓),✗,-,43.44 ± 1.89 / 33.41 ± 2.21,46.33 ± 3.12 / 34.05 ± 2.27,-,-,-,-,-,-,-,-,9.3.2,9.3.2,-,-,-,-,-,-,-
<a href='https://hf.co/152334H/miqu-1-70b-sf'>152334H/miqu-1-70b-sf</a>,📝,-,?,68976648192.0,32000.0,32764.0,✓,✗,(✓),✗,39.57 ± 0.61 / 39.96 ± 0.40,54.24 ± 2.37 / 35.31 ± 2.37,58.99 ± 1.21 / 39.36 ± 2.17,42.73 ± 2.11 / 69.41 ± 1.90,25.12 ± 1.21 / 61.29 ± 1.18,64.52 ± 1.41 / 31.25 ± 2.48,-,42.42 ± 1.16 / 57.53 ± 0.82,15.25 ± 0.98 / 36.36 ± 0.72,69.39 ± 1.47 / 75.41 ± 1.20,15.3.1,15.3.1,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.10.1.dev0,15.3.1
<a href='https://hf.co/AI-Sweden-Models/Llama-3-8B-instruct'>AI-Sweden-Models/Llama-3-8B-instruct</a>,📝,-,?,8030261248.0,128256.0,8192.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,34.72 ± 0.89 / 48.92 ± 1.14,2.68 ± 0.76 / 26.10 ± 0.66,66.65 ± 1.39 / 72.82 ± 1.20,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/AI-Sweden-Models/Llama-3-8B'>AI-Sweden-Models/Llama-3-8B</a>,🧠,-,N/A,8030261248.0,128256.0,8192.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,34.93 ± 1.35 / 47.87 ± 1.72,6.02 ± 0.94 / 29.23 ± 0.91,46.46 ± 1.78 / 55.22 ± 1.60,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,-,N/A,394781696.0,50368.0,8192.0,✓,✗,(✓),✗,36.59 ± 4.14 / 52.10 ± 4.77,61.10 ± 5.50 / 64.24 ± 4.54,60.73 ± 5.10 / 63.73 ± 4.64,64.31 ± 3.71 / 81.52 ± 2.26,50.40 ± 5.86 / 74.46 ± 3.30,66.74 ± 2.01 / 47.51 ± 2.58,-,-,-,-,15.12.0.dev0,15.12.0.dev0,15.12.0.dev0,15.12.0.dev0,15.12.0.dev0,15.12.0.dev0,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/bert-large-nordic-pile-1M-steps'>AI-Sweden-Models/bert-large-nordic-pile-1M-steps</a>,🔍,-,N/A,369425410.0,64000.0,512.0,✓,✗,(✓),✗,41.67 ± 2.14 / 52.57 ± 3.21,85.74 ± 0.41 / 85.77 ± 0.51,-,34.87 ± 14.65 / 64.60 ± 9.54,14.64 ± 6.18 / 56.62 ± 2.93,-,-,-,-,-,15.9.2,15.9.2,-,15.9.2,15.9.2,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b-instruct'>AI-Sweden-Models/gpt-sw3-1.3b-instruct</a>,📝,-,1.11,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,35.58 ± 2.13 / 44.49 ± 2.52,-,-,-,-,-,-,3.36 ± 0.98 / 27.41 ± 0.64,-0.77 ± 0.72 / 25.05 ± 0.53,-2.66 ± 1.28 / 19.25 ± 0.63,9.3.1,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b'>AI-Sweden-Models/gpt-sw3-1.3b</a>,🧠,-,N/A,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,0.23 ± 0.76 / 21.88 ± 0.15,13.49 ± 7.98 / 14.80 ± 7.68,14.74 ± 8.45 / 15.09 ± 7.85,0.00 ± 0.00 / 33.30 ± 0.27,0.00 ± 0.00 / 33.30 ± 0.27,-,-,3.42 ± 1.08 / 28.86 ± 0.75,0.47 ± 1.19 / 25.88 ± 0.78,-0.17 ± 1.21 / 19.78 ± 0.87,16.5.0.dev0,9.3.1,9.3.1,16.5.0.dev0,16.5.0.dev0,-,-,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct</a>,📝,-,13.14,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,9.29 ± 3.13 / 21.97 ± 4.69,26.91 ± 2.14 / 28.33 ± 2.28,29.90 ± 1.20 / 30.89 ± 1.44,0.00 ± 0.00 / 33.30 ± 0.21,0.00 ± 0.00 / 32.97 ± 0.25,9.58 ± 0.66 / 0.68 ± 0.33,-,-1.05 ± 1.68 / 24.35 ± 1.21,-0.64 ± 0.88 / 25.63 ± 0.94,-0.86 ± 1.98 / 19.40 ± 1.06,15.4.1,15.4.1,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.10.1.dev0,15.4.1
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m'>AI-Sweden-Models/gpt-sw3-126m</a>,🧠,-,N/A,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,1.03 ± 2.95 / 24.56 ± 3.60,19.31 ± 6.32 / 22.62 ± 4.01,10.72 ± 7.11 / 12.35 ± 6.72,-1.21 ± 1.03 / 33.29 ± 0.27,-0.00 ± 0.36 / 33.32 ± 0.26,6.40 ± 2.26 / 2.52 ± 0.82,-,0.50 ± 1.55 / 26.79 ± 1.31,-0.16 ± 1.22 / 25.34 ± 0.66,1.33 ± 0.93 / 20.47 ± 0.81,16.5.0.dev0,15.4.1,15.4.1,16.5.0.dev0,16.5.0.dev0,15.4.1,-,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b-instruct'>AI-Sweden-Models/gpt-sw3-20b-instruct</a>,📝,-,?,20918423552.0,64000.0,2048.0,✓,✗,(✓),✗,40.89 ± 3.60 / 59.86 ± 3.59,23.95 ± 1.93 / 21.43 ± 1.89,26.55 ± 1.50 / 25.06 ± 1.61,9.45 ± 1.58 / 44.62 ± 3.29,8.32 ± 1.89 / 42.30 ± 2.78,67.93 ± 1.55 / 43.19 ± 1.82,-,10.94 ± 0.78 / 27.33 ± 0.58,0.24 ± 1.57 / 24.17 ± 0.40,4.06 ± 1.76 / 22.01 ± 1.50,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct</a>,📝,-,0.9,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,0.62 ± 1.22 / 17.46 ± 0.31,19.94 ± 1.79 / 21.15 ± 1.92,26.88 ± 1.67 / 28.76 ± 1.73,0.21 ± 0.42 / 33.37 ± 0.29,0.00 ± 0.00 / 32.97 ± 0.25,22.37 ± 2.46 / 4.44 ± 1.77,-,2.59 ± 1.69 / 20.10 ± 1.85,-0.15 ± 0.39 / 23.90 ± 0.47,0.77 ± 1.65 / 20.60 ± 1.09,15.4.1,15.4.1,15.4.2,15.4.2,15.4.2,15.4.2,-,15.4.2,15.10.1.dev0,15.4.2
<a href='https://hf.co/CohereForAI/aya-23-8B'>CohereForAI/aya-23-8B</a>,📝,-,?,8028033024.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,14.46 ± 1.28 / 36.86 ± 0.88,0.93 ± 1.13 / 25.54 ± 0.76,14.75 ± 3.22 / 29.89 ± 2.65,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/CohereForAI/aya-expanse-8b'>CohereForAI/aya-expanse-8b</a>,📝,-,?,8028033024.0,256000.0,8192.0,✗,✗,(✓),✗,31.97 ± 1.24 / 36.41 ± 0.75,-,-,-,-,-,-,24.64 ± 0.78 / 43.12 ± 0.60,-1.24 ± 1.15 / 23.77 ± 0.89,46.07 ± 1.72 / 56.46 ± 1.38,15.3.1.dev0,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,-,0.52,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,-,-,-,-,-,28.93 ± 0.13 / 32.47 ± 0.15,-,-,-,-,-,-,-,-,-,16.14.0.dev0,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,-,?,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,43.12 ± 0.84 / 60.71 ± 0.51,55.75 ± 1.83 / 49.82 ± 1.73,54.16 ± 1.12 / 48.78 ± 2.66,17.21 ± 1.39 / 57.78 ± 0.81,13.15 ± 1.63 / 55.46 ± 1.09,57.80 ± 2.56 / 29.41 ± 2.82,-,17.64 ± 1.26 / 36.16 ± 1.13,2.78 ± 1.20 / 26.64 ± 0.73,28.29 ± 1.42 / 41.19 ± 1.21,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,-,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/KBLab/bert-base-swedish-cased-alpha'>KBLab/bert-base-swedish-cased-alpha</a>,🔍,-,N/A,124444418.0,50002.0,512.0,✓,✗,(✓),✗,27.71 ± 1.11 / 42.41 ± 1.79,71.00 ± 0.84 / 71.61 ± 0.83,64.36 ± 0.83 / 65.38 ± 0.69,5.27 ± 2.37 / 51.30 ± 1.47,2.07 ± 2.81 / 50.05 ± 1.76,0.00 ± 0.00 / 0.00 ± 0.00,-,-,-,-,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,-,-,-,-
<a href='https://hf.co/KBLab/bert-base-swedish-cased-new'>KBLab/bert-base-swedish-cased-new</a>,🔍,-,N/A,135259392.0,64000.0,512.0,✓,✗,(✓),✗,24.39 ± 3.81 / 40.10 ± 3.24,83.05 ± 1.15 / 83.69 ± 1.03,77.93 ± 1.04 / 80.30 ± 0.84,9.48 ± 4.57 / 51.05 ± 3.97,3.19 ± 3.30 / 48.14 ± 2.97,25.44 ± 2.51 / 15.88 ± 1.63,-,-,-,-,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,-,-,-,-
<a href='https://hf.co/KBLab/bert-base-swedish-cased'>KBLab/bert-base-swedish-cased</a>,🔍,-,N/A,125333397.0,50325.0,512.0,✓,✗,(✓),✗,36.29 ± 2.64 / 49.12 ± 3.45,81.64 ± 1.30 / 82.36 ± 1.18,75.70 ± 0.96 / 77.18 ± 0.92,19.48 ± 4.41 / 56.51 ± 1.89,9.93 ± 4.69 / 54.00 ± 2.82,0.00 ± 0.00 / 0.00 ± 0.00,-,-,-,-,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,-,-,-,-
<a href='https://hf.co/KBLab/megatron-bert-base-swedish-cased-125k'>KBLab/megatron-bert-base-swedish-cased-125k</a>,🔍,-,N/A,135357824.0,64128.0,512.0,✓,✗,(✓),✗,26.59 ± 3.28 / 41.23 ± 1.71,79.39 ± 1.02 / 79.99 ± 0.94,75.40 ± 1.35 / 77.03 ± 1.40,14.07 ± 2.13 / 54.16 ± 2.30,10.00 ± 2.32 / 53.03 ± 1.93,23.75 ± 1.84 / 15.35 ± 1.53,-,-,-,-,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,-,-,-,-
<a href='https://hf.co/KBLab/megatron-bert-base-swedish-cased-600k'>KBLab/megatron-bert-base-swedish-cased-600k</a>,🔍,-,N/A,135357824.0,64128.0,512.0,✓,✗,(✓),✗,34.02 ± 2.06 / 47.47 ± 2.88,82.27 ± 0.89 / 82.91 ± 0.99,76.72 ± 0.78 / 78.59 ± 0.80,10.60 ± 3.34 / 52.24 ± 1.78,9.10 ± 2.74 / 52.34 ± 2.79,32.36 ± 3.49 / 21.36 ± 2.49,-,-,-,-,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,-,-,-,-
<a href='https://hf.co/KBLab/megatron-bert-large-swedish-cased-165k'>KBLab/megatron-bert-large-swedish-cased-165k</a>,🔍,-,N/A,369621120.0,64128.0,512.0,✓,✗,(✓),✗,34.60 ± 2.77 / 45.93 ± 2.59,83.09 ± 1.01 / 83.89 ± 1.35,78.01 ± 2.29 / 79.54 ± 2.17,13.46 ± 3.49 / 52.45 ± 3.11,8.24 ± 3.16 / 51.42 ± 3.70,45.31 ± 2.10 / 31.95 ± 1.77,-,-,-,-,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,-,-,-,-
<a href='https://hf.co/KBLab/roberta-base-swedish-cased'>KBLab/roberta-base-swedish-cased</a>,🔍,-,N/A,125979650.0,52000.0,514.0,✓,✗,(✓),✗,19.88 ± 3.50 / 37.38 ± 2.71,78.03 ± 1.13 / 78.22 ± 1.02,73.97 ± 0.66 / 75.33 ± 0.50,3.85 ± 3.09 / 47.49 ± 3.04,3.48 ± 1.55 / 48.11 ± 3.11,0.00 ± 0.00 / 0.00 ± 0.00,-,-,-,-,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,-,-,-,-
<a href='https://hf.co/KBLab/sentence-bert-swedish-cased'>KBLab/sentence-bert-swedish-cased</a>,🔍,-,N/A,124691456.0,50325.0,512.0,✓,✗,(✓),✗,22.52 ± 6.56 / 37.04 ± 4.79,74.25 ± 1.53 / 76.08 ± 1.36,71.00 ± 1.02 / 73.25 ± 0.95,0.90 ± 1.22 / 44.37 ± 4.23,0.05 ± 1.53 / 41.48 ± 3.87,0.03 ± 0.02 / 0.01 ± 0.02,-,-,-,-,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,15.8.2,-,-,-,-
<a href='https://hf.co/KennethEnevoldsen/dfm-sentence-encoder-large'>KennethEnevoldsen/dfm-sentence-encoder-large</a>,🔍,-,N/A,407389520.0,50000.0,512.0,✓,✗,(✓),✗,54.60 ± 3.01 / 66.46 ± 3.34,84.54 ± 1.02 / 83.33 ± 0.71,81.62 ± 0.95 / 80.60 ± 1.07,57.67 ± 6.92 / 77.89 ± 3.30,38.96 ± 7.90 / 67.89 ± 4.54,67.96 ± 1.40 / 51.93 ± 1.31,-,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-,-
<a href='https://hf.co/CohereForAI/aya-expanse-32b'>CohereForAI/aya-expanse-32b</a>,📝,-,?,32296476672.0,256000.0,8192.0,✗,✗,(✓),✗,56.06 ± 1.87 / 68.98 ± 1.86,63.32 ± 1.67 / 46.03 ± 3.72,67.06 ± 1.19 / 51.43 ± 3.07,30.32 ± 2.38 / 62.53 ± 2.03,19.93 ± 1.11 / 57.89 ± 1.45,68.48 ± 1.97 / 38.59 ± 1.81,-,39.53 ± 0.61 / 55.29 ± 0.45,7.57 ± 0.84 / 30.71 ± 0.63,66.90 ± 1.15 / 73.42 ± 0.92,15.4.1,15.4.1,15.4.1,15.4.1.dev0,15.4.1.dev0,15.4.1.dev0,-,15.4.1.dev0,15.10.1.dev0,15.4.1.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B'>HuggingFaceTB/SmolLM2-1.7B</a>,🧠,-,N/A,1711376384.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,8.73 ± 1.81 / 29.29 ± 1.20,0.12 ± 1.37 / 25.68 ± 0.86,5.61 ± 1.08 / 21.65 ± 0.74,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/HPLT/hplt2c_swe_checkpoints'>HPLT/hplt2c_swe_checkpoints</a>,🧠,-,N/A,?,262272.0,2048.0,✓,✗,(✓),✗,13.76 ± 3.58 / 30.09 ± 6.12,18.41 ± 4.70 / 17.87 ± 4.62,14.87 ± 5.12 / 13.92 ± 4.76,-0.27 ± 1.86 / 36.06 ± 2.16,-0.07 ± 1.77 / 35.42 ± 1.79,7.03 ± 0.59 / 0.03 ± 0.04,-,2.17 ± 0.94 / 26.10 ± 0.98,1.36 ± 1.55 / 25.89 ± 1.13,-1.89 ± 1.25 / 19.22 ± 0.92,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,-,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/CohereForAI/c4ai-command-r-08-2024'>CohereForAI/c4ai-command-r-08-2024</a>,📝,-,?,32296476672.0,256000.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,40.34 ± 1.21 / 55.11 ± 0.95,4.82 ± 0.87 / 28.67 ± 0.64,67.37 ± 1.31 / 73.70 ± 1.05,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/CohereForAI/c4ai-command-r-v01'>CohereForAI/c4ai-command-r-v01</a>,📝,-,?,34980831232.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,32.13 ± 0.93 / 49.80 ± 0.73,-1.24 ± 0.74 / 24.45 ± 0.54,50.40 ± 2.11 / 59.79 ± 1.75,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/DDSC/roberta-base-danish'>DDSC/roberta-base-danish</a>,🔍,-,N/A,124697947.0,50265.0,514.0,✓,✗,(✓),✗,18.99 ± 8.85 / 39.39 ± 6.62,77.94 ± 1.41 / 78.31 ± 1.16,72.38 ± 1.96 / 73.66 ± 1.60,0.83 ± 1.26 / 45.22 ± 3.23,-0.91 ± 2.28 / 46.87 ± 1.47,27.35 ± 6.13 / 17.59 ± 4.00,-,-,-,-,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,-,-,-,-
<a href='https://hf.co/DDSC/roberta-base-scandinavian'>DDSC/roberta-base-scandinavian</a>,🔍,-,N/A,124647170.0,50265.0,514.0,✓,✗,(✓),✗,4.13 ± 7.63 / 27.45 ± 4.91,62.79 ± 20.60 / 63.35 ± 20.78,76.97 ± 1.84 / 78.37 ± 1.64,0.38 ± 1.97 / 47.92 ± 0.92,-0.22 ± 1.64 / 47.73 ± 2.01,34.87 ± 1.94 / 22.78 ± 1.34,-,-,-,-,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,-,-,-,-
<a href='https://hf.co/DGurgurov/xlm-r_dan-latn'>DGurgurov/xlm-r_dan-latn</a>,🔍,-,N/A,278295186.0,250002.0,512.0,✓,✗,(✓),✗,43.31 ± 3.26 / 53.40 ± 5.28,87.70 ± 0.87 / 87.75 ± 0.80,80.25 ± 1.32 / 82.14 ± 1.09,44.39 ± 5.87 / 68.61 ± 4.30,13.73 ± 4.00 / 50.57 ± 5.13,48.38 ± 2.65 / 34.39 ± 2.23,-,-,-,-,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,-,-,-,-
<a href='https://hf.co/DiscoResearch/DiscoLM-70b'>DiscoResearch/DiscoLM-70b</a>,🧠,-,N/A,68977172480.0,32032.0,8192.0,✗,✗,(✓),✗,31.93 ± 2.30 / 39.64 ± 3.27,64.72 ± 1.74 / 50.67 ± 1.95,65.12 ± 1.50 / 51.38 ± 3.87,0.00 ± 0.00 / 33.30 ± 0.21,0.31 ± 0.61 / 32.99 ± 0.26,4.56 ± 2.37 / 0.20 ± 0.12,-,23.78 ± 4.77 / 39.33 ± 4.28,0.00 ± 0.00 / 25.95 ± 0.67,30.38 ± 9.25 / 39.66 ± 8.67,15.3.1,15.3.1,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.10.1.dev0,15.3.1
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,-,N/A,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,13.77 ± 3.46 / 35.42 ± 2.90,43.19 ± 4.67 / 45.80 ± 4.98,45.46 ± 4.99 / 47.71 ± 5.28,1.30 ± 1.24 / 48.16 ± 3.34,0.99 ± 2.07 / 44.94 ± 3.80,31.47 ± 2.32 / 15.97 ± 1.79,-,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-,-
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,-,N/A,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,11.81 ± 3.50 / 35.50 ± 3.15,41.04 ± 11.47 / 42.41 ± 12.52,49.68 ± 5.78 / 52.22 ± 6.11,0.26 ± 1.51 / 38.78 ± 4.31,0.94 ± 1.18 / 43.49 ± 4.33,39.92 ± 1.97 / 22.18 ± 1.92,-,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-,-
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,-,N/A,93990500.0,65636.0,512.0,✓,✗,(✓),✓,15.63 ± 3.75 / 36.58 ± 3.22,43.97 ± 0.77 / 43.42 ± 0.81,38.85 ± 1.66 / 38.09 ± 1.53,3.68 ± 1.42 / 50.60 ± 1.13,0.44 ± 1.57 / 49.10 ± 1.12,21.59 ± 2.36 / 12.56 ± 1.26,-,-,-,-,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,-,-,-,-
<a href='https://hf.co/HPLT/hplt2c_dan_checkpoints'>HPLT/hplt2c_dan_checkpoints</a>,🧠,-,N/A,?,262272.0,2048.0,✓,✗,(✓),✗,3.73 ± 1.83 / 15.72 ± 4.00,10.05 ± 6.60 / 9.61 ± 6.38,7.94 ± 5.21 / 7.29 ± 4.83,0.01 ± 1.19 / 33.69 ± 0.26,-0.08 ± 0.53 / 33.82 ± 0.32,6.72 ± 0.68 / 0.01 ± 0.02,-,2.86 ± 1.19 / 27.00 ± 1.04,0.07 ± 0.81 / 24.83 ± 0.76,-0.42 ± 1.63 / 19.71 ± 1.09,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,-,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/HPLT/hplt2c_isl_checkpoints'>HPLT/hplt2c_isl_checkpoints</a>,🧠,-,N/A,?,262272.0,2048.0,✓,✗,(✓),✗,4.39 ± 1.94 / 24.57 ± 5.33,8.19 ± 4.25 / 7.51 ± 3.89,4.19 ± 1.86 / 3.76 ± 1.71,0.80 ± 1.62 / 46.85 ± 3.65,-0.04 ± 1.97 / 45.53 ± 2.35,6.38 ± 1.05 / 0.00 ± 0.00,-,-1.45 ± 1.09 / 23.91 ± 0.63,-0.32 ± 1.10 / 25.76 ± 0.78,-0.13 ± 0.64 / 19.75 ± 0.59,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,-,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
