<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.57,108867577.0,84985.0,512.0,✓,✗,(✓),✗,11.11 ± 2.39 / 33.99 ± 1.41,60.86 ± 1.65 / 56.69 ± 1.71,2.39 ± 1.26 / 45.04 ± 5.09,0.09 ± 0.10 / 0.08 ± 0.08,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.57,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,18.93 ± 5.42 / 37.64 ± 5.42,38.14 ± 3.17 / 36.82 ± 2.76,1.33 ± 1.03 / 41.54 ± 4.84,18.36 ± 1.35 / 10.39 ± 1.21,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.57,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,6.27 ± 2.96 / 18.85 ± 3.39,36.32 ± 2.86 / 28.68 ± 3.99,0.83 ± 1.27 / 33.42 ± 0.28,41.42 ± 2.55 / 27.14 ± 2.28,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.58,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,12.46 ± 3.46 / 30.13 ± 4.93,25.40 ± 2.70 / 16.12 ± 1.45,0.00 ± 0.00 / 32.87 ± 0.96,43.26 ± 1.71 / 26.10 ± 1.95,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.58,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,20.48 ± 3.42 / 32.66 ± 4.97,30.03 ± 2.43 / 22.44 ± 3.13,1.53 ± 1.50 / 44.33 ± 3.45,24.23 ± 1.37 / 13.28 ± 1.32,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.59,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,22.98 ± 2.14 / 46.68 ± 2.36,34.12 ± 1.75 / 17.93 ± 2.41,2.81 ± 1.36 / 48.01 ± 2.04,14.91 ± 0.71 / 0.12 ± 0.06,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.60,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,17.20 ± 4.82 / 38.38 ± 5.83,38.77 ± 3.12 / 37.38 ± 2.60,0.76 ± 1.75 / 45.73 ± 1.98,17.47 ± 1.08 / 10.64 ± 0.97,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.61,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,3.77 ± 1.47 / 34.51 ± 1.00,26.86 ± 2.04 / 20.17 ± 1.63,-1.13 ± 3.18 / 33.81 ± 0.99,55.97 ± 1.49 / 31.24 ± 1.80,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,3.62,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,19.30 ± 3.27 / 39.80 ± 2.22,26.86 ± 3.14 / 20.70 ± 3.42,2.32 ± 1.31 / 46.60 ± 2.60,25.99 ± 2.46 / 15.73 ± 2.03,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.62,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,24.10 ± 4.73 / 33.49 ± 4.45,21.12 ± 0.67 / 16.65 ± 1.27,0.00 ± 0.00 / 33.36 ± 0.27,34.59 ± 1.81 / 20.23 ± 1.60,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.64,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,21.64 ± 1.82 / 46.95 ± 1.02,35.20 ± 1.69 / 17.96 ± 1.08,-3.14 ± 2.46 / 47.95 ± 1.19,17.17 ± 0.61 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.64,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,6.48 ± 3.92 / 17.69 ± 3.46,45.86 ± 2.39 / 23.17 ± 2.92,2.62 ± 1.95 / 41.63 ± 3.54,15.73 ± 3.26 / 1.88 ± 1.09,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.67,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,23.19 ± 2.51 / 40.27 ± 3.18,26.56 ± 1.45 / 20.44 ± 1.79,5.01 ± 1.67 / 49.25 ± 2.98,11.75 ± 0.97 / 0.02 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.68,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,14.86 ± 3.46 / 39.86 ± 3.33,36.91 ± 3.04 / 35.51 ± 2.47,1.14 ± 1.58 / 47.01 ± 2.47,19.28 ± 1.21 / 12.21 ± 1.00,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.68,751632384.0,151936.0,40960.0,✓,✗,✗,✓,18.27 ± 1.30 / 37.63 ± 1.21,23.69 ± 1.32 / 17.35 ± 1.05,2.18 ± 2.94 / 46.72 ± 1.45,28.44 ± 1.01 / 14.72 ± 0.94,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.69,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,21.63 ± 1.97 / 47.06 ± 1.51,22.36 ± 1.35 / 19.09 ± 1.62,1.54 ± 1.49 / 36.60 ± 1.25,22.01 ± 1.17 / 11.30 ± 1.01,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.71,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,12.83 ± 3.57 / 36.07 ± 4.41,37.30 ± 2.17 / 35.35 ± 1.59,-0.09 ± 1.28 / 48.43 ± 1.39,15.52 ± 1.95 / 8.26 ± 1.56,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,3.72,2023868416.0,64000.0,4096.0,✓,✗,(✓),✗,0.00 ± 0.00 / 16.20 ± 0.23,24.37 ± 2.61 / 19.67 ± 2.36,0.00 ± 0.00 / 33.36 ± 0.27,54.78 ± 1.55 / 38.15 ± 1.77,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.74,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,15.18 ± 4.43 / 38.32 ± 5.11,37.48 ± 1.98 / 34.58 ± 2.58,0.59 ± 1.59 / 46.10 ± 2.22,11.87 ± 0.74 / 5.43 ± 0.55,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.77,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,12.78 ± 1.97 / 32.12 ± 1.56,32.49 ± 2.04 / 23.70 ± 2.66,-0.72 ± 1.00 / 33.55 ± 0.38,18.79 ± 0.72 / 2.84 ± 0.69,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.81,93990500.0,65636.0,512.0,✓,✗,(✓),✓,15.32 ± 2.52 / 36.84 ± 3.34,35.88 ± 2.30 / 35.20 ± 2.20,3.15 ± 1.58 / 50.76 ± 1.04,4.36 ± 2.40 / 2.43 ± 1.35,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.85,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,18.15 ± 1.20 / 45.07 ± 0.86,21.13 ± 1.73 / 16.74 ± 1.96,1.77 ± 1.84 / 50.31 ± 1.27,16.72 ± 0.76 / 0.00 ± 0.00,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.86,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,11.21 ± 3.06 / 28.80 ± 4.02,11.03 ± 2.72 / 9.73 ± 1.79,-0.17 ± 1.13 / 33.77 ± 0.71,38.00 ± 2.39 / 21.80 ± 2.60,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.87,751632384.0,151936.0,40960.0,✓,✗,✗,✓,12.44 ± 2.04 / 28.91 ± 3.47,23.45 ± 1.49 / 18.18 ± 1.58,0.73 ± 1.73 / 36.36 ± 2.34,22.68 ± 1.45 / 10.69 ± 1.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.90,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,16.86 ± 1.66 / 43.72 ± 1.16,20.62 ± 0.97 / 16.32 ± 1.25,3.16 ± 2.61 / 50.56 ± 1.35,12.89 ± 0.65 / 0.00 ± 0.00,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.90,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,3.45 ± 1.71 / 34.65 ± 0.96,14.03 ± 1.26 / 11.18 ± 1.07,-0.62 ± 1.44 / 33.35 ± 0.54,46.05 ± 1.84 / 26.98 ± 1.81,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.98,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,4.47 ± 3.78 / 26.98 ± 3.76,21.95 ± 3.53 / 19.56 ± 2.93,0.00 ± 0.00 / 33.36 ± 0.27,20.63 ± 3.16 / 12.00 ± 1.99,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,3.98,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,-0.03 ± 0.07 / 13.86 ± 0.25,41.76 ± 1.52 / 29.33 ± 1.75,3.18 ± 1.86 / 38.26 ± 3.04,0.33 ± 0.06 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.99,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,13.11 ± 2.01 / 27.89 ± 3.85,19.55 ± 1.58 / 14.46 ± 1.58,0.02 ± 1.87 / 44.39 ± 3.55,12.41 ± 1.55 / 4.04 ± 1.16,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,4.02,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,6.56 ± 1.95 / 26.89 ± 3.87,10.94 ± 1.59 / 9.32 ± 1.26,-0.35 ± 0.66 / 36.69 ± 4.26,32.45 ± 2.07 / 11.93 ± 1.63,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,4.04,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,15.07 ± 1.99 / 39.93 ± 1.21,21.90 ± 0.83 / 20.59 ± 0.97,-0.45 ± 3.35 / 46.29 ± 1.58,3.76 ± 0.71 / 1.41 ± 0.39,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,4.06,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,7.23 ± 1.88 / 36.89 ± 2.02,17.36 ± 2.76 / 14.82 ± 2.21,0.58 ± 2.52 / 44.99 ± 1.63,18.87 ± 1.48 / 7.58 ± 1.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,4.07,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,1.71 ± 2.03 / 17.72 ± 2.18,21.84 ± 2.16 / 18.37 ± 2.15,0.00 ± 0.00 / 33.36 ± 0.27,15.08 ± 3.92 / 7.76 ± 2.17,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,4.10,949685760.0,128256.0,4096.0,✗,✗,(✓),✓,15.25 ± 4.11 / 33.24 ± 6.47,16.86 ± 2.21 / 14.06 ± 1.74,0.00 ± 0.00 / 33.30 ± 0.27,5.35 ± 1.45 / 1.55 ± 0.53,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.16,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,9.96 ± 2.91 / 30.35 ± 2.86,17.28 ± 1.58 / 16.27 ± 1.43,0.00 ± 0.00 / 33.36 ± 0.27,4.83 ± 1.19 / 0.61 ± 0.20,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.19,?,103424.0,131072.0,✓,✗,(✓),✗,3.78 ± 1.27 / 21.70 ± 1.78,20.10 ± 1.35 / 17.05 ± 1.13,0.00 ± 0.00 / 33.36 ± 0.27,10.07 ± 1.69 / 3.16 ± 0.91,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,4.19,1791080448.0,120818.0,262144.0,✓,✗,(✓),✓,5.65 ± 1.33 / 33.34 ± 1.08,17.81 ± 1.00 / 15.96 ± 1.28,1.15 ± 1.87 / 48.66 ± 1.09,6.28 ± 0.47 / 0.02 ± 0.04,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.20,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,5.06 ± 1.96 / 21.18 ± 2.23,19.59 ± 1.96 / 17.49 ± 1.37,0.00 ± 0.00 / 33.36 ± 0.27,3.90 ± 1.31 / 0.75 ± 0.24,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.23,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,5.07 ± 2.91 / 27.72 ± 1.91,13.55 ± 1.69 / 11.46 ± 1.45,1.88 ± 1.57 / 40.56 ± 4.09,5.33 ± 0.55 / 0.18 ± 0.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.24,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,4.30 ± 2.37 / 23.88 ± 4.40,20.18 ± 1.60 / 17.75 ± 1.42,0.38 ± 1.26 / 33.63 ± 0.53,2.48 ± 0.52 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.26,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,7.26 ± 3.67 / 29.27 ± 3.14,12.74 ± 1.52 / 12.76 ± 1.53,0.83 ± 1.38 / 40.21 ± 4.39,5.07 ± 0.63 / 0.04 ± 0.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.29,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,7.75 ± 2.81 / 29.34 ± 4.23,14.00 ± 1.91 / 12.08 ± 1.94,-0.01 ± 1.65 / 37.65 ± 3.60,4.20 ± 0.49 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.31,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,4.47 ± 2.54 / 20.13 ± 3.93,10.16 ± 1.33 / 9.60 ± 1.19,1.50 ± 0.85 / 41.46 ± 3.72,3.52 ± 1.55 / 0.51 ± 0.36,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.33,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,0.78 ± 1.85 / 25.52 ± 1.59,18.18 ± 1.49 / 13.35 ± 1.31,-0.45 ± 1.94 / 42.84 ± 5.00,3.77 ± 0.79 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.34,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,3.59 ± 3.71 / 30.04 ± 4.46,10.16 ± 3.47 / 9.43 ± 2.91,1.71 ± 2.30 / 37.93 ± 3.54,3.09 ± 0.63 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.35,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,3.18 ± 3.36 / 25.24 ± 3.18,11.19 ± 3.37 / 10.68 ± 3.04,-0.57 ± 1.14 / 36.01 ± 2.86,3.32 ± 0.45 / 0.04 ± 0.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.36,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,1.81 ± 1.67 / 18.32 ± 1.97,9.52 ± 1.70 / 8.89 ± 1.54,1.30 ± 1.40 / 35.15 ± 2.50,3.75 ± 0.94 / 0.14 ± 0.10,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.42,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,0.45 ± 0.47 / 14.21 ± 0.44,9.19 ± 1.38 / 9.55 ± 1.16,0.71 ± 1.38 / 37.33 ± 2.58,3.15 ± 0.49 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.43,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,4.60 ± 2.29 / 27.61 ± 3.25,4.87 ± 1.12 / 4.22 ± 0.72,-1.48 ± 1.71 / 39.44 ± 4.34,2.76 ± 0.45 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,4.44,140248512.0,128256.0,4096.0,✗,✗,(✓),✓,2.96 ± 2.48 / 24.50 ± 5.16,6.10 ± 1.33 / 5.84 ± 0.99,0.62 ± 0.94 / 40.04 ± 4.65,2.48 ± 1.05 / 0.04 ± 0.05,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
fresh-electra-small,🔍,4.44,13738755.0,32000.0,128.0,✓,✗,✗,✓,6.27 ± 4.16 / 26.59 ± 4.45,6.22 ± 0.59 / 5.83 ± 0.69,-0.23 ± 0.45 / 33.35 ± 0.27,0.04 ± 0.05 / 0.04 ± 0.05,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
fresh-xlm-roberta-base,🔍,4.46,278885778.0,250002.0,512.0,✓,✗,✗,✓,5.74 ± 3.43 / 25.40 ± 3.68,3.32 ± 2.43 / 3.18 ± 2.36,-0.14 ± 1.03 / 36.58 ± 4.07,0.04 ± 0.05 / 0.04 ± 0.05,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,4.47,359431168.0,128256.0,4096.0,✗,✗,(✓),✓,0.57 ± 0.78 / 16.76 ± 1.04,8.43 ± 1.41 / 7.76 ± 1.25,-0.47 ± 1.28 / 35.04 ± 2.44,3.73 ± 0.94 / 0.26 ± 0.34,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.48,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,0.00 ± 0.00 / 13.86 ± 0.25,6.83 ± 1.20 / 6.55 ± 1.01,0.00 ± 0.00 / 33.36 ± 0.27,2.29 ± 0.77 / 0.16 ± 0.14,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.53,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-1.78 ± 1.71 / 21.22 ± 3.75,8.42 ± 1.47 / 7.57 ± 1.27,-0.04 ± 1.24 / 43.80 ± 3.34,2.32 ± 0.45 / 0.16 ± 0.10,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.53,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,2.55 ± 1.51 / 21.76 ± 2.72,0.78 ± 0.48 / 0.73 ± 0.39,0.46 ± 1.60 / 36.26 ± 1.79,0.71 ± 0.13 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,4.53,134516160.0,49154.0,8192.0,✓,✗,(✓),✗,-3.32 ± 2.07 / 20.11 ± 0.44,7.71 ± 2.55 / 7.87 ± 2.16,0.00 ± 0.00 / 33.36 ± 0.27,2.06 ± 0.67 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-950M'>facebook/MobileLLM-R1-950M</a>,📝,4.55,949685760.0,128256.0,32768.0,✗,✗,(✓),✓,0.94 ± 1.97 / 15.00 ± 2.20,4.78 ± 1.12 / 4.70 ± 0.85,0.02 ± 1.02 / 36.95 ± 4.15,0.03 ± 0.01 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.55,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,3.14 ± 1.41 / 16.09 ± 0.94,0.80 ± 0.16 / 0.66 ± 0.10,0.00 ± 0.00 / 32.76 ± 0.48,0.78 ± 0.12 / 0.00 ± 0.00,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-360M'>facebook/MobileLLM-R1-360M</a>,📝,4.57,359431168.0,128256.0,32768.0,✗,✗,(✓),✓,1.86 ± 3.29 / 15.93 ± 4.02,0.08 ± 0.10 / 0.07 ± 0.08,-0.29 ± 1.56 / 39.26 ± 4.26,0.34 ± 0.24 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
