<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.60,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,63.68 ± 4.62 / 79.90 ± 3.11,14.70 ± 0.89 / 14.50 ± 0.84,-1.86 ± 2.59 / 47.67 ± 1.34,58.76 ± 1.14 / 36.34 ± 1.31,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.60,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,63.75 ± 1.49 / 81.55 ± 0.79,36.31 ± 1.13 / 34.32 ± 1.09,6.88 ± 2.52 / 48.54 ± 1.73,5.95 ± 0.72 / 3.04 ± 0.43,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.60,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,73.52 ± 2.80 / 85.61 ± 1.87,28.05 ± 1.19 / 25.81 ± 1.14,6.17 ± 1.74 / 47.73 ± 1.89,18.61 ± 1.04 / 0.02 ± 0.04,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.62,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,48.15 ± 9.66 / 71.29 ± 6.43,38.67 ± 2.74 / 38.89 ± 2.86,3.32 ± 1.09 / 46.54 ± 3.21,22.30 ± 1.65 / 15.99 ± 1.67,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.68,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,40.33 ± 6.34 / 65.37 ± 5.52,41.06 ± 2.20 / 41.08 ± 2.25,2.25 ± 2.08 / 46.82 ± 4.29,10.48 ± 2.00 / 5.73 ± 1.53,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.70,93990500.0,65636.0,512.0,✓,✗,(✓),✓,31.44 ± 2.63 / 62.48 ± 2.36,51.92 ± 0.91 / 51.93 ± 0.87,3.72 ± 1.75 / 50.66 ± 1.17,0.81 ± 0.77 / 0.51 ± 0.52,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.81,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,46.26 ± 12.22 / 63.98 ± 9.75,30.16 ± 0.93 / 28.77 ± 1.03,1.63 ± 1.82 / 38.36 ± 4.13,21.29 ± 1.53 / 4.91 ± 1.57,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.82,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,42.64 ± 6.88 / 66.70 ± 6.39,25.31 ± 3.23 / 24.99 ± 3.14,-0.78 ± 1.17 / 33.47 ± 0.30,31.95 ± 2.46 / 21.56 ± 1.61,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.86,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,32.49 ± 2.18 / 64.45 ± 1.26,32.28 ± 0.90 / 29.59 ± 0.71,10.63 ± 3.31 / 51.05 ± 1.65,9.36 ± 0.87 / 2.01 ± 0.44,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.87,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,46.09 ± 9.60 / 66.62 ± 8.65,25.64 ± 2.34 / 25.26 ± 2.36,-0.23 ± 1.05 / 37.96 ± 3.94,27.70 ± 2.85 / 16.87 ± 1.78,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.93,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,29.58 ± 4.08 / 59.05 ± 4.62,37.03 ± 1.91 / 37.40 ± 1.99,0.70 ± 1.35 / 47.36 ± 2.23,10.29 ± 0.94 / 5.59 ± 0.77,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,4.00,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,26.25 ± 4.53 / 57.00 ± 3.93,34.57 ± 1.17 / 34.89 ± 1.16,0.56 ± 1.58 / 47.01 ± 2.89,6.88 ± 0.46 / 2.84 ± 0.40,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.08,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,48.13 ± 2.41 / 71.69 ± 2.33,20.45 ± 1.76 / 19.51 ± 1.58,-0.40 ± 1.19 / 38.32 ± 3.24,13.89 ± 2.02 / 2.82 ± 1.44,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,4.09,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,8.72 ± 6.19 / 36.98 ± 2.96,17.16 ± 1.66 / 17.00 ± 1.65,0.00 ± 0.00 / 33.30 ± 0.27,50.04 ± 1.13 / 34.99 ± 0.97,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.20,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,38.78 ± 6.13 / 62.10 ± 5.68,17.00 ± 1.12 / 17.00 ± 0.93,-0.02 ± 0.87 / 36.45 ± 4.02,10.28 ± 0.84 / 1.30 ± 0.68,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.20,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,19.26 ± 4.43 / 49.18 ± 6.06,27.40 ± 1.24 / 25.06 ± 0.94,-0.26 ± 1.95 / 42.64 ± 4.00,9.68 ± 0.64 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.24,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,34.70 ± 8.70 / 61.04 ± 8.06,18.46 ± 0.78 / 17.99 ± 0.69,0.12 ± 1.40 / 45.12 ± 3.60,14.68 ± 1.35 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,4.34,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,42.77 ± 1.55 / 70.55 ± 1.00,13.09 ± 0.98 / 13.69 ± 0.84,-1.22 ± 2.26 / 36.41 ± 1.95,4.29 ± 0.91 / 1.00 ± 0.51,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.37,?,103424.0,131072.0,✓,✗,(✓),✗,13.58 ± 7.26 / 41.82 ± 6.90,20.37 ± 1.27 / 20.35 ± 1.29,0.08 ± 1.25 / 37.04 ± 2.45,15.02 ± 2.24 / 7.03 ± 1.68,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,4.38,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,12.55 ± 13.70 / 42.33 ± 10.46,17.94 ± 0.99 / 18.16 ± 0.91,0.00 ± 0.00 / 33.30 ± 0.27,17.51 ± 1.74 / 0.26 ± 0.14,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.39,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,22.72 ± 3.45 / 56.35 ± 3.59,14.51 ± 0.88 / 14.54 ± 0.88,0.23 ± 0.93 / 44.37 ± 3.60,13.86 ± 1.43 / 7.19 ± 1.42,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
fresh-xlm-roberta-base,🔍,4.41,278885778.0,250002.0,512.0,✓,✗,✗,✓,25.24 ± 5.23 / 51.23 ± 6.02,20.95 ± 2.97 / 20.65 ± 3.05,1.53 ± 1.82 / 40.59 ± 5.04,0.00 ± 0.00 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.42,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,9.91 ± 10.06 / 39.15 ± 7.26,15.89 ± 1.55 / 15.87 ± 1.36,0.56 ± 1.68 / 40.24 ± 4.51,15.53 ± 1.72 / 8.03 ± 1.17,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.43,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,18.07 ± 9.21 / 44.53 ± 7.42,16.37 ± 3.17 / 16.11 ± 3.15,0.04 ± 0.85 / 38.42 ± 3.30,7.12 ± 0.88 / 0.07 ± 0.07,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.43,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,14.84 ± 3.98 / 45.71 ± 5.62,20.95 ± 1.89 / 21.41 ± 1.62,1.58 ± 1.62 / 38.14 ± 3.12,7.74 ± 0.95 / 3.33 ± 0.81,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
fresh-electra-small,🔍,4.46,13738755.0,32000.0,128.0,✓,✗,✗,✓,27.61 ± 9.29 / 57.82 ± 8.32,14.84 ± 1.28 / 14.56 ± 1.29,-0.31 ± 0.60 / 33.33 ± 0.27,0.00 ± 0.00 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.47,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,25.24 ± 7.66 / 53.24 ± 7.45,11.44 ± 1.78 / 11.93 ± 1.68,-0.63 ± 1.09 / 37.75 ± 3.80,5.66 ± 0.86 / 1.18 ± 0.45,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.48,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,18.99 ± 10.55 / 47.26 ± 8.79,14.09 ± 2.41 / 13.95 ± 2.44,-0.15 ± 1.81 / 35.87 ± 2.29,6.22 ± 0.39 / 0.09 ± 0.07,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mii-llm/nesso-0.4B-agentic'>mii-llm/nesso-0.4B-agentic (val)</a>,📝,4.56,560898240.0,128262.0,4096.0,✓,✗,(✓),✗,14.59 ± 4.11 / 48.77 ± 3.75,15.35 ± 0.56 / 15.56 ± 0.55,-0.48 ± 2.31 / 40.72 ± 2.25,7.47 ± 0.49 / 0.59 ± 0.21,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.57,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,8.22 ± 6.92 / 43.57 ± 6.36,15.38 ± 1.62 / 15.62 ± 1.73,-0.83 ± 1.49 / 42.79 ± 3.27,6.25 ± 0.60 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.60,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,0.60 ± 1.50 / 33.87 ± 0.46,17.35 ± 0.92 / 17.91 ± 0.81,0.63 ± 0.88 / 34.07 ± 1.01,9.97 ± 1.35 / 6.35 ± 1.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.66,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,4.79 ± 3.56 / 34.38 ± 1.41,12.49 ± 1.76 / 12.94 ± 1.54,-0.11 ± 0.12 / 34.05 ± 0.88,9.55 ± 2.16 / 4.69 ± 1.40,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.79,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,3.02 ± 3.15 / 35.54 ± 3.54,9.08 ± 0.94 / 9.64 ± 1.05,0.78 ± 1.71 / 38.42 ± 4.30,2.51 ± 0.26 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.80,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,0.00 ± 0.00 / 33.64 ± 0.44,11.46 ± 1.31 / 11.71 ± 1.19,0.00 ± 0.12 / 35.77 ± 3.28,2.90 ± 0.94 / 1.80 ± 0.84,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.97,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,3.94 ± 3.59 / 45.98 ± 4.23,0.22 ± 0.21 / 0.30 ± 0.19,0.71 ± 1.50 / 37.21 ± 1.61,1.77 ± 0.17 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/mii-llm/zagreus-0.4B-ita'>mii-llm/zagreus-0.4B-ita (val)</a>,🧠,4.98,437760960.0,128256.0,4096.0,✓,✗,(✓),✗,0.00 ± 0.00 / 34.38 ± 0.34,1.37 ± 1.06 / 1.31 ± 1.02,-2.32 ± 2.03 / 35.97 ± 2.23,2.59 ± 0.51 / 0.23 ± 0.16,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.99,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,-0.85 ± 0.86 / 36.46 ± 2.00,2.23 ± 0.59 / 2.14 ± 0.54,-0.95 ± 0.95 / 33.08 ± 0.29,1.43 ± 0.12 / 0.00 ± 0.00,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.99,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,0.66 ± 3.31 / 41.20 ± 5.20,0.07 ± 0.05 / 0.06 ± 0.04,0.00 ± 0.00 / 33.30 ± 0.27,1.93 ± 0.09 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
