<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.63,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,22.73 ± 2.32 / 41.25 ± 3.46,42.72 ± 2.27 / 42.29 ± 2.14,1.81 ± 2.77 / 45.28 ± 3.30,35.62 ± 1.30 / 23.67 ± 1.32,20.80 ± 1.54 / 21.46 ± 1.75,4.52 ± 0.86 / 27.51 ± 0.62,2.87 ± 2.55 / 51.40 ± 1.27,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.64,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,23.54 ± 2.27 / 46.08 ± 2.21,39.72 ± 1.76 / 36.84 ± 1.76,0.00 ± 0.00 / 32.87 ± 0.49,44.63 ± 1.41 / 31.98 ± 1.46,22.03 ± 0.82 / 22.86 ± 1.01,2.50 ± 1.61 / 28.24 ± 1.54,-3.94 ± 3.35 / 40.00 ± 1.92,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.68,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,21.11 ± 2.30 / 35.49 ± 4.40,35.35 ± 2.84 / 28.35 ± 2.81,1.01 ± 1.53 / 40.13 ± 4.37,9.92 ± 1.06 / 0.20 ± 0.16,29.37 ± 0.12 / 32.29 ± 0.15,3.43 ± 1.31 / 26.46 ± 1.19,2.38 ± 2.88 / 50.60 ± 1.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.70,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,32.06 ± 3.09 / 53.21 ± 2.81,23.32 ± 3.84 / 24.65 ± 3.92,-0.58 ± 2.10 / 47.35 ± 2.50,31.00 ± 3.53 / 17.69 ± 2.95,24.22 ± 0.97 / 26.07 ± 1.15,0.35 ± 1.07 / 24.78 ± 0.78,0.52 ± 2.67 / 49.90 ± 1.24,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.71,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,15.00 ± 1.34 / 40.17 ± 0.93,42.85 ± 2.07 / 40.25 ± 1.51,1.13 ± 2.44 / 49.92 ± 1.16,21.93 ± 0.77 / 0.00 ± 0.00,26.27 ± 0.17 / 29.97 ± 0.18,0.00 ± 0.00 / 21.41 ± 0.76,0.00 ± 0.00 / 63.28 ± 1.13,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.77,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,20.78 ± 2.21 / 43.48 ± 1.55,32.01 ± 1.52 / 31.44 ± 1.75,8.37 ± 1.60 / 47.81 ± 1.05,12.78 ± 0.60 / 6.33 ± 0.56,18.47 ± 0.35 / 20.50 ± 0.40,26.58 ± 1.40 / 44.61 ± 1.09,4.41 ± 3.25 / 51.80 ± 1.46,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.77,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,21.19 ± 0.72 / 36.26 ± 0.32,31.38 ± 2.95 / 32.26 ± 2.64,1.15 ± 1.95 / 42.88 ± 4.71,22.22 ± 1.73 / 13.80 ± 1.45,23.78 ± 1.18 / 24.84 ± 1.30,3.90 ± 1.03 / 28.13 ± 0.77,0.23 ± 1.34 / 50.40 ± 0.79,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.78,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,20.89 ± 2.28 / 45.41 ± 1.66,35.04 ± 3.30 / 33.39 ± 2.88,4.04 ± 2.68 / 50.69 ± 1.44,15.63 ± 1.22 / 0.00 ± 0.00,24.50 ± 0.21 / 28.23 ± 0.24,0.00 ± 0.00 / 21.41 ± 0.76,0.00 ± 0.00 / 63.28 ± 1.13,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.79,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,8.91 ± 3.24 / 37.30 ± 2.58,26.46 ± 1.79 / 28.19 ± 1.50,2.78 ± 3.84 / 47.87 ± 2.17,55.56 ± 2.24 / 35.23 ± 1.91,18.56 ± 0.78 / 19.38 ± 0.89,10.22 ± 1.90 / 32.42 ± 1.52,-1.53 ± 3.99 / 52.42 ± 2.26,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.89,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,4.62 ± 5.37 / 20.82 ± 4.70,21.75 ± 5.12 / 23.32 ± 3.50,2.13 ± 2.60 / 40.91 ± 5.26,18.52 ± 1.63 / 0.80 ± 0.69,26.78 ± 3.71 / 29.50 ± 3.99,1.21 ± 0.85 / 26.52 ± 0.42,1.74 ± 2.10 / 50.92 ± 0.79,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.90,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,11.94 ± 1.91 / 37.36 ± 1.35,19.89 ± 1.58 / 18.94 ± 1.23,9.78 ± 2.73 / 54.74 ± 1.37,7.68 ± 0.57 / 1.95 ± 0.31,26.27 ± 0.51 / 30.93 ± 0.61,4.28 ± 2.09 / 22.89 ± 0.74,-4.50 ± 3.30 / 61.48 ± 1.32,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.94,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,10.13 ± 1.94 / 37.67 ± 1.75,18.48 ± 1.87 / 23.20 ± 2.26,-2.15 ± 4.11 / 47.55 ± 2.16,43.47 ± 1.55 / 27.78 ± 1.18,16.85 ± 1.04 / 17.51 ± 1.17,7.17 ± 1.47 / 30.39 ± 1.03,0.02 ± 3.15 / 48.20 ± 1.78,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.95,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,5.00 ± 4.48 / 26.88 ± 3.49,36.47 ± 1.94 / 35.85 ± 1.93,-1.91 ± 2.79 / 40.68 ± 4.37,7.43 ± 1.22 / 0.00 ± 0.00,24.91 ± 1.43 / 25.82 ± 1.68,0.22 ± 0.98 / 24.79 ± 0.83,1.23 ± 1.47 / 49.59 ± 0.76,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.96,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,15.87 ± 7.10 / 26.77 ± 6.13,38.41 ± 2.72 / 39.51 ± 3.07,0.00 ± 0.00 / 33.19 ± 0.34,16.45 ± 2.05 / 9.35 ± 1.32,18.03 ± 1.15 / 18.95 ± 1.32,-1.68 ± 0.70 / 22.80 ± 0.78,0.80 ± 1.40 / 49.47 ± 0.91,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.97,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,12.71 ± 4.80 / 25.39 ± 4.69,24.64 ± 5.45 / 27.22 ± 5.00,0.00 ± 0.00 / 33.19 ± 0.34,18.37 ± 1.97 / 12.05 ± 1.30,21.01 ± 1.13 / 22.20 ± 1.34,0.69 ± 0.59 / 24.43 ± 0.88,0.96 ± 2.10 / 49.10 ± 0.72,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.00,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,11.14 ± 3.79 / 29.60 ± 4.73,13.24 ± 4.05 / 17.99 ± 2.84,0.20 ± 1.75 / 42.86 ± 4.51,3.94 ± 0.36 / 0.00 ± 0.00,28.91 ± 1.27 / 31.86 ± 1.49,-0.16 ± 0.76 / 23.57 ± 0.68,0.12 ± 1.27 / 49.84 ± 0.95,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,4.03,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,0.75 ± 1.12 / 16.45 ± 0.30,20.13 ± 7.34 / 22.67 ± 6.51,1.03 ± 0.83 / 34.86 ± 1.69,36.01 ± 1.66 / 24.22 ± 1.63,19.71 ± 1.96 / 20.63 ± 2.32,-0.18 ± 0.76 / 23.82 ± 0.46,2.14 ± 1.92 / 50.42 ± 0.75,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,4.04,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,3.10 ± 2.44 / 19.94 ± 3.30,26.37 ± 2.56 / 29.17 ± 2.06,0.66 ± 0.91 / 36.63 ± 4.40,5.94 ± 0.75 / 0.00 ± 0.00,25.23 ± 0.95 / 27.11 ± 1.04,3.17 ± 1.68 / 26.26 ± 0.85,0.90 ± 1.29 / 50.35 ± 0.93,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.08,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,18.29 ± 5.15 / 31.59 ± 5.71,26.22 ± 2.42 / 28.36 ± 2.21,1.14 ± 1.21 / 36.37 ± 2.83,4.68 ± 0.87 / 1.62 ± 0.59,20.19 ± 0.90 / 21.96 ± 0.97,-1.24 ± 1.45 / 23.18 ± 1.21,0.81 ± 2.10 / 49.91 ± 0.86,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.12,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,3.26 ± 1.59 / 29.16 ± 3.41,19.51 ± 2.00 / 19.90 ± 1.97,-1.37 ± 2.23 / 40.48 ± 3.66,3.54 ± 0.61 / 0.02 ± 0.04,25.39 ± 0.53 / 27.82 ± 0.60,-0.61 ± 0.96 / 25.46 ± 1.08,0.30 ± 1.91 / 49.20 ± 0.89,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.13,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,0.91 ± 1.37 / 20.32 ± 3.09,19.94 ± 2.19 / 23.10 ± 2.33,1.63 ± 1.65 / 40.95 ± 5.08,3.92 ± 0.40 / 0.04 ± 0.06,25.30 ± 0.40 / 27.72 ± 0.45,0.52 ± 1.33 / 24.17 ± 1.35,-1.77 ± 2.38 / 48.90 ± 0.98,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.22,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,0.38 ± 0.54 / 17.99 ± 0.23,30.75 ± 3.17 / 33.33 ± 2.20,0.00 ± 0.00 / 33.19 ± 0.34,3.35 ± 1.13 / 1.21 ± 0.48,17.19 ± 0.66 / 18.52 ± 0.70,1.13 ± 1.15 / 26.03 ± 0.97,0.89 ± 2.78 / 50.44 ± 1.11,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.30,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,0.39 ± 1.19 / 26.94 ± 2.17,14.63 ± 3.16 / 15.75 ± 2.15,0.91 ± 1.35 / 34.27 ± 1.92,1.59 ± 0.24 / 0.02 ± 0.04,20.10 ± 1.00 / 21.90 ± 1.10,-1.09 ± 0.91 / 23.44 ± 1.08,-2.64 ± 2.94 / 49.79 ± 1.50,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.31,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,0.73 ± 1.82 / 23.17 ± 3.50,16.20 ± 1.49 / 16.59 ± 1.73,0.43 ± 0.70 / 35.08 ± 2.10,2.30 ± 0.29 / 0.00 ± 0.00,17.35 ± 1.58 / 18.19 ± 1.74,0.40 ± 1.03 / 23.87 ± 0.91,-0.13 ± 1.07 / 50.01 ± 0.65,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.40,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,0.35 ± 1.21 / 22.11 ± 3.29,13.91 ± 1.67 / 19.21 ± 1.44,0.00 ± 0.00 / 33.19 ± 0.34,2.68 ± 0.93 / 1.73 ± 0.50,15.39 ± 1.58 / 16.24 ± 1.73,-0.87 ± 1.02 / 22.44 ± 0.73,0.37 ± 1.71 / 49.66 ± 0.84,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.42,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,0.62 ± 0.94 / 20.09 ± 2.74,13.96 ± 3.10 / 19.36 ± 2.03,-1.84 ± 1.77 / 37.32 ± 3.29,2.11 ± 0.23 / 0.00 ± 0.00,16.13 ± 1.82 / 17.10 ± 2.02,-1.07 ± 0.80 / 23.26 ± 0.90,0.62 ± 2.43 / 49.27 ± 1.13,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.44,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-0.29 ± 1.27 / 16.93 ± 0.67,9.77 ± 0.94 / 10.72 ± 0.97,-0.27 ± 1.30 / 34.84 ± 1.76,2.10 ± 0.28 / 0.35 ± 0.26,15.58 ± 1.37 / 16.78 ± 1.56,0.29 ± 0.61 / 22.36 ± 0.73,-0.30 ± 0.59 / 49.12 ± 0.74,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.14.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.44,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,-0.75 ± 1.71 / 20.25 ± 2.90,18.10 ± 2.41 / 22.70 ± 1.92,0.00 ± 0.00 / 33.19 ± 0.34,1.36 ± 0.49 / 0.58 ± 0.37,14.43 ± 1.08 / 15.25 ± 1.16,0.46 ± 1.74 / 24.33 ± 1.77,-0.49 ± 2.92 / 49.10 ± 1.08,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.45,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,5.30 ± 2.30 / 28.64 ± 2.16,2.72 ± 0.57 / 3.03 ± 0.53,-0.80 ± 0.55 / 35.21 ± 1.88,0.41 ± 0.05 / 0.00 ± 0.00,16.58 ± 0.20 / 17.97 ± 0.22,0.00 ± 0.00 / 21.41 ± 0.76,0.00 ± 0.00 / 63.28 ± 1.13,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.58,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,0.47 ± 1.55 / 20.43 ± 2.28,10.43 ± 0.96 / 12.56 ± 0.64,0.00 ± 0.00 / 33.19 ± 0.34,1.10 ± 0.30 / 0.26 ± 0.11,10.57 ± 1.70 / 11.43 ± 1.84,-0.61 ± 0.84 / 22.32 ± 0.82,0.00 ± 0.00 / 49.12 ± 0.75,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.14.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.59,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,0.00 ± 0.00 / 16.35 ± 0.21,0.27 ± 0.15 / 0.72 ± 0.49,0.76 ± 1.66 / 35.55 ± 2.39,1.22 ± 0.21 / 0.00 ± 0.00,13.02 ± 0.62 / 14.42 ± 0.68,0.21 ± 0.78 / 25.12 ± 0.72,-1.81 ± 2.15 / 49.59 ± 0.73,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.14.0.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.78,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,0.08 ± 1.61 / 21.59 ± 2.34,0.00 ± 0.00 / 0.00 ± 0.00,0.00 ± 0.00 / 33.19 ± 0.34,0.77 ± 0.16 / 0.00 ± 0.00,5.54 ± 0.20 / 5.73 ± 0.21,-1.04 ± 1.14 / 22.18 ± 0.94,1.06 ± 1.39 / 49.49 ± 0.42,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.14.0.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-,470927360.0,501153.0,512.0,✓,✗,(✓),✗,48.09 ± 2.12 / 65.03 ± 1.58,92.46 ± 0.34 / 92.90 ± 0.28,17.44 ± 11.30 / 57.94 ± 5.76,22.03 ± 1.31 / 16.60 ± 1.06,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-,117654272.0,250037.0,512.0,✓,✗,(✓),✗,34.92 ± 11.35 / 51.96 ± 8.74,68.13 ± 2.08 / 70.88 ± 1.93,0.61 ± 1.52 / 47.17 ± 2.89,0.03 ± 0.04 / 0.00 ± 0.00,-,-,-,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,-,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,16.02 ± 2.42 / 41.54 ± 2.44,32.23 ± 2.94 / 34.33 ± 2.51,-0.13 ± 1.39 / 34.36 ± 0.88,8.90 ± 0.67 / 1.62 ± 0.94,-,6.63 ± 0.94 / 29.33 ± 0.67,1.07 ± 0.93 / 50.40 ± 0.59,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,54.89 ± 0.55 / 52.06 ± 0.29,68.85 ± 1.71 / 64.48 ± 1.83,32.25 ± 2.45 / 61.79 ± 1.91,68.38 ± 1.21 / 47.69 ± 1.62,-,32.38 ± 0.79 / 49.30 ± 0.61,33.98 ± 1.56 / 66.98 ± 0.79,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,54.02 ± 0.53 / 51.62 ± 0.29,68.44 ± 1.86 / 61.76 ± 2.10,33.79 ± 2.67 / 62.72 ± 1.98,30.58 ± 1.19 / 0.00 ± 0.00,-,35.47 ± 1.13 / 51.39 ± 0.86,25.29 ± 1.53 / 62.41 ± 0.75,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,46.22 ± 5.41 / 57.51 ± 7.01,62.62 ± 2.23 / 58.68 ± 2.09,0.00 ± 0.00 / 33.19 ± 0.34,69.98 ± 2.67 / 53.70 ± 3.15,-,36.77 ± 0.56 / 52.29 ± 0.41,22.11 ± 3.48 / 60.20 ± 2.24,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,55.08 ± 0.47 / 51.97 ± 0.27,71.94 ± 1.25 / 67.84 ± 1.75,50.14 ± 3.23 / 72.68 ± 2.23,32.52 ± 1.37 / 0.02 ± 0.04,-,45.83 ± 0.95 / 59.49 ± 0.69,37.42 ± 2.10 / 68.12 ± 1.10,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,57.71 ± 1.08 / 63.66 ± 1.15,39.25 ± 3.00 / 39.99 ± 2.26,19.74 ± 3.25 / 53.78 ± 5.19,61.49 ± 3.04 / 43.36 ± 3.15,-,37.53 ± 1.06 / 52.90 ± 0.79,11.97 ± 2.35 / 55.82 ± 1.13,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,-,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,59.84 ± 1.64 / 70.31 ± 0.83,55.55 ± 2.36 / 49.44 ± 1.83,28.49 ± 4.69 / 49.76 ± 4.27,66.10 ± 3.31 / 49.85 ± 3.99,-,41.85 ± 0.50 / 56.48 ± 0.36,23.94 ± 1.70 / 59.35 ± 1.02,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
