<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.43,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,27.05 ± 1.72 / 49.31 ± 1.82,52.31 ± 2.06 / 52.31 ± 2.06,0.63 ± 1.24 / 47.64 ± 1.47,9.80 ± 0.96 / 3.92 ± 0.75,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.45,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,26.68 ± 4.14 / 49.93 ± 3.23,40.62 ± 2.78 / 40.62 ± 2.78,2.38 ± 2.05 / 48.68 ± 2.22,20.70 ± 2.22 / 13.51 ± 1.85,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.47,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,0.00 ± 0.00 / 15.41 ± 0.34,45.93 ± 2.54 / 45.93 ± 2.54,0.00 ± 0.00 / 33.74 ± 0.46,55.12 ± 0.87 / 37.65 ± 1.12,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.47,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,6.03 ± 2.46 / 36.11 ± 1.76,31.25 ± 2.00 / 31.25 ± 2.00,3.55 ± 2.68 / 50.75 ± 1.24,58.77 ± 1.20 / 36.92 ± 1.29,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.48,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,21.38 ± 3.83 / 36.79 ± 5.60,44.07 ± 2.14 / 44.07 ± 2.14,3.51 ± 1.56 / 47.43 ± 2.94,18.05 ± 0.68 / 0.08 ± 0.07,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.52,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,0.75 ± 0.98 / 16.65 ± 0.25,46.79 ± 4.74 / 46.79 ± 4.74,0.86 ± 0.82 / 34.22 ± 1.04,50.31 ± 1.00 / 34.58 ± 1.18,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.53,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,17.15 ± 2.51 / 44.19 ± 1.66,52.56 ± 0.91 / 52.56 ± 0.91,7.69 ± 1.81 / 50.99 ± 0.98,4.06 ± 0.61 / 1.92 ± 0.36,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.57,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,27.04 ± 2.14 / 46.72 ± 3.19,36.60 ± 1.55 / 36.60 ± 1.55,5.22 ± 2.03 / 49.55 ± 1.90,13.48 ± 0.37 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.63,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,14.75 ± 1.47 / 41.82 ± 1.19,44.56 ± 1.40 / 44.56 ± 1.40,9.43 ± 2.95 / 52.72 ± 1.62,9.97 ± 0.60 / 2.01 ± 0.23,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.69,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,0.28 ± 0.54 / 16.58 ± 0.22,36.08 ± 2.31 / 36.08 ± 2.31,0.54 ± 0.78 / 33.38 ± 0.30,50.10 ± 1.52 / 33.13 ± 1.42,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.72,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,10.69 ± 2.62 / 38.05 ± 1.86,16.52 ± 1.70 / 16.52 ± 1.70,-2.20 ± 2.56 / 47.94 ± 1.27,50.91 ± 1.14 / 29.75 ± 1.30,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.72,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,7.36 ± 3.45 / 25.84 ± 4.10,41.34 ± 1.96 / 41.34 ± 1.96,1.18 ± 0.99 / 35.74 ± 3.32,24.21 ± 1.33 / 13.23 ± 1.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.76,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,13.88 ± 3.27 / 38.30 ± 3.32,23.39 ± 1.86 / 23.39 ± 1.86,1.37 ± 1.42 / 47.39 ± 2.21,37.47 ± 2.16 / 22.98 ± 1.62,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.78,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,4.57 ± 3.18 / 23.43 ± 4.01,49.39 ± 3.24 / 49.39 ± 3.24,2.18 ± 2.20 / 41.31 ± 4.48,15.73 ± 0.44 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/lapa-llm/lapa-12b-pt'>lapa-llm/lapa-12b-pt</a>,📝,3.79,12187325040.0,262144.0,8192.0,✓,✗,(✓),✗,1.96 ± 1.49 / 19.33 ± 2.05,59.16 ± 2.82 / 59.16 ± 2.82,0.00 ± 0.00 / 33.36 ± 0.27,1.34 ± 0.12 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.90,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,4.14 ± 3.18 / 21.26 ± 3.25,23.30 ± 2.16 / 23.30 ± 2.16,0.68 ± 1.95 / 41.22 ± 4.15,41.97 ± 1.49 / 26.58 ± 1.45,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.93,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,5.76 ± 3.61 / 30.11 ± 4.55,39.02 ± 1.88 / 39.02 ± 1.88,1.19 ± 1.82 / 43.20 ± 3.57,5.05 ± 1.21 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,4.00,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,2.84 ± 2.96 / 19.52 ± 2.02,17.73 ± 3.90 / 17.73 ± 3.90,1.21 ± 1.60 / 41.30 ± 3.74,41.77 ± 1.14 / 26.18 ± 1.16,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,4.02,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,0.28 ± 0.54 / 16.98 ± 0.25,27.90 ± 3.70 / 27.90 ± 3.70,-1.90 ± 1.64 / 37.06 ± 2.65,28.06 ± 2.14 / 17.01 ± 1.91,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.05,?,103424.0,131072.0,✓,✗,(✓),✗,3.74 ± 1.99 / 23.72 ± 2.82,30.36 ± 1.68 / 30.36 ± 1.68,-1.07 ± 2.49 / 48.29 ± 1.94,19.23 ± 2.31 / 9.70 ± 1.86,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
fresh-xlm-roberta-base,🔍,4.08,278885778.0,250002.0,512.0,✓,✗,✗,✓,20.14 ± 5.31 / 37.21 ± 5.26,21.38 ± 1.72 / 21.38 ± 1.72,0.26 ± 0.66 / 36.21 ± 3.36,0.00 ± 0.00 / 0.00 ± 0.00,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
fresh-electra-small,🔍,4.09,13738755.0,32000.0,128.0,✓,✗,✗,✓,22.30 ± 5.26 / 42.45 ± 6.03,21.09 ± 1.95 / 21.09 ± 1.95,0.06 ± 0.12 / 33.37 ± 0.25,0.00 ± 0.00 / 0.00 ± 0.00,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.10,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,9.39 ± 5.59 / 28.63 ± 6.61,30.21 ± 2.50 / 30.21 ± 2.50,0.66 ± 0.62 / 38.26 ± 3.24,5.29 ± 0.48 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.11,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,10.44 ± 4.34 / 29.44 ± 6.07,29.71 ± 3.45 / 29.71 ± 3.45,-0.65 ± 0.64 / 36.15 ± 3.33,5.01 ± 0.61 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.13,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,6.99 ± 3.13 / 22.20 ± 2.28,26.49 ± 1.79 / 26.49 ± 1.79,0.81 ± 1.08 / 37.84 ± 3.97,6.61 ± 0.38 / 0.06 ± 0.08,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,4.14,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,0.48 ± 0.63 / 17.04 ± 0.28,27.14 ± 1.98 / 27.14 ± 1.98,-0.72 ± 1.17 / 34.37 ± 1.42,23.20 ± 2.69 / 1.29 ± 1.23,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.15,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,8.93 ± 1.72 / 25.28 ± 2.36,25.17 ± 1.92 / 25.17 ± 1.92,0.06 ± 1.38 / 40.13 ± 4.64,6.23 ± 0.43 / 0.18 ± 0.13,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.16,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,11.39 ± 6.71 / 29.79 ± 5.76,21.70 ± 2.75 / 21.70 ± 2.75,-0.14 ± 0.81 / 39.28 ± 3.80,4.91 ± 0.41 / 0.02 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.17,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,9.63 ± 5.81 / 29.53 ± 4.07,22.14 ± 2.59 / 22.14 ± 2.59,-1.31 ± 0.80 / 38.73 ± 4.55,8.85 ± 0.77 / 2.57 ± 0.53,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.19,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,8.96 ± 4.08 / 30.21 ± 4.57,26.48 ± 2.35 / 26.48 ± 2.35,-0.62 ± 0.73 / 35.99 ± 3.38,3.27 ± 1.13 / 1.11 ± 0.39,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.23,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,11.51 ± 4.54 / 31.64 ± 3.45,15.80 ± 2.62 / 15.80 ± 2.62,-0.51 ± 1.37 / 38.32 ± 3.03,2.75 ± 0.36 / 0.22 ± 0.14,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.32,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,1.42 ± 6.00 / 27.39 ± 3.77,24.44 ± 1.22 / 24.44 ± 1.22,0.06 ± 1.12 / 34.33 ± 1.66,4.48 ± 0.59 / 0.08 ± 0.09,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.32,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,6.01 ± 4.53 / 24.56 ± 4.23,16.62 ± 1.37 / 16.62 ± 1.37,1.40 ± 1.41 / 36.83 ± 3.71,1.84 ± 0.67 / 0.44 ± 0.19,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.34,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,5.95 ± 4.26 / 22.40 ± 3.90,17.39 ± 1.24 / 17.39 ± 1.24,-0.15 ± 1.25 / 33.34 ± 0.23,1.95 ± 0.81 / 0.20 ± 0.12,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,4.41,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,6.27 ± 4.68 / 33.88 ± 5.45,11.68 ± 1.06 / 11.68 ± 1.06,2.06 ± 2.20 / 40.88 ± 1.89,1.81 ± 0.11 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.43,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,3.36 ± 2.17 / 20.61 ± 3.25,16.10 ± 2.87 / 16.10 ± 2.87,-0.54 ± 0.69 / 37.37 ± 4.09,2.26 ± 0.30 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.43,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,2.88 ± 3.91 / 22.02 ± 3.23,16.30 ± 1.35 / 16.30 ± 1.35,-1.14 ± 1.29 / 37.14 ± 3.05,2.26 ± 0.52 / 0.45 ± 0.32,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.45,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,-2.81 ± 5.20 / 22.30 ± 3.53,18.24 ± 1.80 / 18.24 ± 1.80,-0.72 ± 0.95 / 35.35 ± 2.96,8.33 ± 1.16 / 4.14 ± 0.92,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.59,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,-3.02 ± 2.02 / 19.52 ± 0.96,16.71 ± 1.92 / 16.71 ± 1.92,-3.15 ± 1.59 / 34.73 ± 1.40,0.56 ± 0.11 / 0.00 ± 0.00,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.78,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,-0.49 ± 2.83 / 18.77 ± 2.45,0.00 ± 0.00 / 0.00 ± 0.00,0.16 ± 0.31 / 33.37 ± 0.22,0.77 ± 0.08 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.79,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,-6.55 ± 2.13 / 23.06 ± 1.67,3.83 ± 2.09 / 3.83 ± 2.09,-0.31 ± 1.04 / 37.90 ± 3.15,1.59 ± 0.20 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#thinking</a>,🤔,4.80,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,0.00 ± 0.00 / 16.95 ± 0.24,0.00 ± 0.00 / 0.00 ± 0.00,0.00 ± 0.00 / 33.30 ± 0.27,0.00 ± 0.01 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6</a>,🤔,4.86,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,-4.10 ± 1.11 / 21.59 ± 0.83,0.00 ± 0.00 / 0.00 ± 0.00,0.09 ± 2.63 / 36.26 ± 0.54,0.16 ± 0.03 / 0.00 ± 0.00,16.7.1,16.7.1,16.7.1,16.7.1
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,0.00 ± 0.00 / 16.95 ± 0.24,-,-,-,16.7.0.dev0,-,-,-
