<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.21,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,47.88 ± 2.63 / 50.13 ± 1.00,42.29 ± 0.87 / 42.29 ± 0.87,2.09 ± 2.50 / 49.20 ± 1.20,33.44 ± 0.60 / 0.00 ± 0.00,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.22,117654272.0,250037.0,512.0,✓,✗,(✓),✗,46.22 ± 11.71 / 50.32 ± 4.93,66.97 ± 1.10 / 66.97 ± 1.10,0.94 ± 1.05 / 49.17 ± 0.98,0.08 ± 0.07 / 0.08 ± 0.07,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.25,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,28.35 ± 12.43 / 42.95 ± 6.00,45.24 ± 2.79 / 45.24 ± 2.79,13.54 ± 7.01 / 53.82 ± 4.57,26.38 ± 1.13 / 18.96 ± 1.28,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.25,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,29.04 ± 12.80 / 30.54 ± 11.41,53.61 ± 3.39 / 53.61 ± 3.39,0.00 ± 0.00 / 33.36 ± 0.27,33.06 ± 1.72 / 17.10 ± 1.59,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.26,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,42.24 ± 1.77 / 49.14 ± 1.03,41.56 ± 1.63 / 41.56 ± 1.63,2.55 ± 2.58 / 49.66 ± 1.40,34.63 ± 1.64 / 0.00 ± 0.00,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.30,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,51.14 ± 4.13 / 55.54 ± 2.94,44.28 ± 1.69 / 44.28 ± 1.69,2.98 ± 1.39 / 45.95 ± 2.27,15.82 ± 0.59 / 0.29 ± 0.30,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.32,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,15.15 ± 5.76 / 23.16 ± 8.19,45.44 ± 2.57 / 45.44 ± 2.57,0.00 ± 0.00 / 33.36 ± 0.27,62.53 ± 1.54 / 41.44 ± 3.02,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.36,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,59.88 ± 3.36 / 60.33 ± 2.19,15.10 ± 2.23 / 15.10 ± 2.23,0.00 ± 0.00 / 33.36 ± 0.27,50.22 ± 1.22 / 30.97 ± 2.42,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.37,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,39.02 ± 6.84 / 44.92 ± 5.43,22.01 ± 3.05 / 22.01 ± 3.05,1.54 ± 1.05 / 33.13 ± 0.57,53.08 ± 1.13 / 27.69 ± 1.31,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.42,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,42.91 ± 6.76 / 44.47 ± 4.55,33.76 ± 3.85 / 33.76 ± 3.85,0.00 ± 0.00 / 33.36 ± 0.27,34.88 ± 2.17 / 19.28 ± 2.47,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.46,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,25.42 ± 9.73 / 35.13 ± 7.43,59.40 ± 3.04 / 59.40 ± 3.04,1.31 ± 1.02 / 39.62 ± 4.51,15.51 ± 0.64 / 0.16 ± 0.05,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.47,108867577.0,84985.0,512.0,✓,✗,(✓),✗,4.50 ± 4.48 / 33.80 ± 1.59,79.72 ± 0.90 / 79.72 ± 0.90,7.94 ± 6.07 / 46.00 ± 7.20,0.27 ± 0.21 / 0.16 ± 0.12,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.49,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,16.85 ± 3.55 / 36.65 ± 2.28,45.12 ± 3.06 / 45.12 ± 3.06,20.81 ± 2.04 / 60.03 ± 1.08,6.99 ± 0.62 / 1.01 ± 0.27,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.49,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,17.53 ± 9.04 / 38.73 ± 3.97,56.44 ± 2.41 / 56.44 ± 2.41,3.25 ± 2.82 / 48.29 ± 2.77,12.88 ± 1.12 / 6.97 ± 1.02,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.51,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,21.02 ± 12.14 / 40.52 ± 5.49,44.48 ± 8.28 / 44.45 ± 8.29,1.94 ± 2.24 / 43.42 ± 4.74,29.00 ± 1.27 / 20.39 ± 1.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.52,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,41.68 ± 4.41 / 54.82 ± 2.57,36.27 ± 1.58 / 36.27 ± 1.58,3.78 ± 1.79 / 39.74 ± 3.40,16.29 ± 0.48 / 0.06 ± 0.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.52,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,25.64 ± 8.73 / 41.52 ± 3.36,48.13 ± 7.15 / 48.13 ± 7.14,5.03 ± 1.89 / 51.14 ± 1.02,14.47 ± 2.61 / 9.12 ± 2.14,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.58,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,18.92 ± 10.52 / 39.25 ± 3.89,52.31 ± 3.23 / 52.31 ± 3.23,1.21 ± 1.82 / 44.42 ± 3.63,10.72 ± 1.44 / 5.16 ± 0.99,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,3.59,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,32.55 ± 7.85 / 49.48 ± 3.81,42.69 ± 3.54 / 42.69 ± 3.54,0.47 ± 1.19 / 39.66 ± 4.51,12.82 ± 0.35 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.60,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,27.37 ± 15.67 / 42.17 ± 5.80,20.28 ± 4.62 / 20.28 ± 4.62,0.00 ± 0.00 / 33.36 ± 0.27,49.46 ± 1.14 / 31.61 ± 1.87,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,3.62,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,34.75 ± 4.34 / 50.99 ± 2.08,34.09 ± 2.21 / 34.09 ± 2.21,2.50 ± 1.22 / 42.64 ± 3.54,20.11 ± 2.35 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.64,93990500.0,65636.0,512.0,✓,✗,(✓),✓,17.36 ± 7.18 / 37.90 ± 2.81,57.35 ± 1.60 / 57.35 ± 1.60,0.96 ± 1.74 / 48.83 ± 2.55,0.76 ± 0.53 / 0.43 ± 0.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.70,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,9.04 ± 3.20 / 15.90 ± 5.70,55.52 ± 2.79 / 55.52 ± 2.79,0.30 ± 0.45 / 33.41 ± 0.26,12.93 ± 0.76 / 0.04 ± 0.08,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.71,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,41.51 ± 4.25 / 50.73 ± 2.91,30.24 ± 2.71 / 30.24 ± 2.71,0.79 ± 1.88 / 45.88 ± 3.12,12.26 ± 0.41 / 0.04 ± 0.08,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,3.76,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,43.59 ± 6.53 / 45.67 ± 4.00,20.61 ± 2.11 / 20.61 ± 2.11,3.31 ± 1.79 / 50.68 ± 1.20,18.70 ± 0.94 / 8.33 ± 0.67,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.82,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,19.31 ± 10.50 / 30.37 ± 9.92,33.71 ± 2.30 / 33.71 ± 2.30,0.00 ± 0.00 / 33.36 ± 0.27,19.30 ± 2.31 / 0.39 ± 0.31,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,3.97,?,103424.0,131072.0,✓,✗,(✓),✗,10.59 ± 2.21 / 26.88 ± 3.23,34.69 ± 2.57 / 34.69 ± 2.57,1.47 ± 1.56 / 43.22 ± 3.49,19.92 ± 2.61 / 9.65 ± 2.18,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,3.99,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,21.16 ± 3.72 / 33.10 ± 2.12,27.63 ± 1.81 / 27.63 ± 1.81,-0.28 ± 0.80 / 38.62 ± 2.94,8.63 ± 0.50 / 0.43 ± 0.21,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.00,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,16.38 ± 5.53 / 27.22 ± 7.66,35.84 ± 3.19 / 35.84 ± 3.19,0.00 ± 0.00 / 33.36 ± 0.27,6.67 ± 1.09 / 2.00 ± 0.86,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.01,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,17.62 ± 6.35 / 29.98 ± 8.38,29.22 ± 4.05 / 29.22 ± 4.05,0.00 ± 0.00 / 33.36 ± 0.27,6.44 ± 0.36 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.07,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,9.84 ± 7.18 / 35.13 ± 2.87,38.53 ± 2.27 / 38.53 ± 2.27,-0.08 ± 1.40 / 37.73 ± 3.36,7.76 ± 0.39 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.12,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,29.35 ± 7.19 / 44.12 ± 4.84,9.68 ± 2.59 / 9.68 ± 2.59,-0.32 ± 0.62 / 33.29 ± 0.27,12.95 ± 1.00 / 8.04 ± 1.13,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.26,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,0.51 ± 0.49 / 2.09 ± 0.26,25.85 ± 3.77 / 25.85 ± 3.77,0.00 ± 0.00 / 33.36 ± 0.27,12.53 ± 0.93 / 3.64 ± 1.11,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
fresh-xlm-roberta-base,🔍,4.26,278885778.0,250002.0,512.0,✓,✗,✗,✓,10.64 ± 10.77 / 36.13 ± 3.76,22.85 ± 3.25 / 22.85 ± 3.25,0.16 ± 0.51 / 34.77 ± 2.82,0.08 ± 0.07 / 0.08 ± 0.07,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mii-llm/nesso-0.4B-agentic'>mii-llm/nesso-0.4B-agentic (val)</a>,📝,4.28,560898240.0,128262.0,4096.0,✓,✗,(✓),✗,19.64 ± 4.54 / 31.80 ± 4.36,3.50 ± 1.00 / 3.50 ± 1.00,0.00 ± 0.00 / 32.87 ± 0.49,17.54 ± 0.46 / 5.81 ± 0.27,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.30,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,3.04 ± 3.65 / 27.77 ± 8.01,24.81 ± 4.09 / 24.81 ± 4.09,0.21 ± 0.42 / 33.37 ± 0.25,6.60 ± 1.03 / 2.83 ± 1.16,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.30,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,3.30 ± 4.23 / 14.54 ± 9.77,27.85 ± 2.45 / 27.85 ± 2.45,-0.30 ± 0.59 / 33.30 ± 0.27,4.42 ± 0.23 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.34,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,0.14 ± 0.18 / 1.95 ± 0.12,27.46 ± 1.20 / 27.46 ± 1.20,-0.27 ± 1.58 / 39.98 ± 3.39,10.74 ± 1.11 / 3.70 ± 1.08,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.43,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,8.87 ± 7.76 / 33.26 ± 7.59,16.24 ± 3.22 / 16.24 ± 3.22,0.01 ± 0.02 / 34.63 ± 2.48,3.41 ± 0.72 / 1.26 ± 0.63,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
fresh-electra-small,🔍,4.46,13738755.0,32000.0,128.0,✓,✗,✗,✓,0.00 ± 0.00 / 32.45 ± 0.05,24.32 ± 2.09 / 24.32 ± 2.09,0.41 ± 0.80 / 33.39 ± 0.25,0.08 ± 0.07 / 0.08 ± 0.07,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.50,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,1.08 ± 5.38 / 22.65 ± 5.40,14.47 ± 0.94 / 14.47 ± 0.94,1.07 ± 0.73 / 33.05 ± 0.38,3.62 ± 0.17 / 0.00 ± 0.00,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mii-llm/zagreus-0.4B-ita'>mii-llm/zagreus-0.4B-ita (val)</a>,🧠,4.62,437760960.0,128256.0,4096.0,✓,✗,(✓),✗,9.15 ± 4.66 / 19.47 ± 4.63,4.26 ± 2.60 / 4.26 ± 2.60,0.00 ± 0.00 / 32.87 ± 0.49,4.11 ± 0.49 / 0.07 ± 0.07,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.66,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,-0.18 ± 3.30 / 12.72 ± 5.07,10.33 ± 2.52 / 10.33 ± 2.52,0.65 ± 1.26 / 35.33 ± 3.43,2.84 ± 0.31 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.69,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,0.51 ± 1.35 / 5.80 ± 3.60,0.00 ± 0.00 / 0.00 ± 0.00,0.46 ± 0.90 / 38.10 ± 4.82,3.62 ± 0.27 / 0.02 ± 0.04,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#thinking</a>,🤔,4.79,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,0.00 ± 0.00 / 32.45 ± 0.05,0.00 ± 0.00 / 0.00 ± 0.00,0.00 ± 0.00 / 33.30 ± 0.27,0.31 ± 0.09 / 0.08 ± 0.07,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
