<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
fresh-xlm-roberta-base,🔍,3.54,278885778.0,250002.0,512.0,✓,✗,✗,✓,46.61 ± 10.87 / 68.90 ± 10.82,30.13 ± 2.32 / 40.61 ± 2.40,2.04 ± 1.90 / 38.59 ± 4.17,0.00 ± 0.00 / 0.00 ± 0.00,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.57,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,0.00 ± 0.00 / 42.03 ± 0.14,35.48 ± 2.80 / 27.25 ± 2.00,0.68 ± 1.38 / 38.61 ± 4.40,34.79 ± 1.70 / 20.90 ± 1.82,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.59,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,26.42 ± 9.49 / 50.76 ± 11.74,34.59 ± 1.21 / 26.73 ± 1.34,2.01 ± 5.10 / 48.93 ± 3.21,9.12 ± 1.15 / 0.02 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.59,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,10.64 ± 2.54 / 50.39 ± 1.33,34.64 ± 1.58 / 24.49 ± 1.05,12.37 ± 2.28 / 48.38 ± 1.74,0.09 ± 0.04 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.60,751632384.0,151936.0,40960.0,✓,✗,✗,✓,22.33 ± 11.80 / 56.10 ± 8.31,21.91 ± 2.51 / 17.91 ± 1.56,0.46 ± 4.65 / 37.09 ± 4.10,23.80 ± 1.15 / 10.18 ± 0.89,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.64,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,1.45 ± 2.00 / 42.19 ± 0.27,43.23 ± 1.87 / 34.00 ± 1.72,1.03 ± 1.38 / 33.40 ± 0.67,19.66 ± 1.81 / 0.69 ± 0.30,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.67,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,0.42 ± 1.31 / 42.08 ± 0.16,47.48 ± 1.75 / 37.12 ± 1.48,0.00 ± 0.00 / 33.27 ± 0.70,17.02 ± 1.39 / 3.99 ± 0.91,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.71,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,28.84 ± 11.66 / 61.41 ± 7.47,19.11 ± 1.77 / 16.00 ± 1.32,1.30 ± 2.01 / 33.59 ± 0.90,5.56 ± 0.68 / 0.50 ± 0.31,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
fresh-electra-small,🔍,3.79,13738755.0,32000.0,128.0,✓,✗,✗,✓,57.15 ± 1.11 / 77.80 ± 0.64,0.82 ± 0.32 / 11.09 ± 0.84,0.50 ± 0.98 / 33.62 ± 0.75,0.00 ± 0.00 / 0.00 ± 0.00,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.85,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,1.45 ± 1.54 / 21.86 ± 0.66,24.98 ± 4.38 / 19.95 ± 2.33,2.04 ± 2.32 / 35.23 ± 2.14,17.77 ± 2.02 / 9.09 ± 2.14,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,3.87,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,23.01 ± 11.69 / 40.68 ± 12.75,15.17 ± 4.27 / 12.13 ± 2.56,0.64 ± 3.85 / 45.12 ± 3.28,3.49 ± 1.06 / 0.76 ± 0.43,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.88,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,15.36 ± 15.52 / 48.57 ± 11.60,21.77 ± 2.72 / 19.73 ± 1.71,0.83 ± 2.53 / 36.40 ± 3.21,6.26 ± 1.17 / 0.00 ± 0.00,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,3.89,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,5.12 ± 11.02 / 38.94 ± 6.00,28.92 ± 3.03 / 24.11 ± 2.34,0.81 ± 2.64 / 35.86 ± 2.85,3.61 ± 0.74 / 0.54 ± 0.29,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,3.90,?,103424.0,131072.0,✓,✗,(✓),✗,3.87 ± 2.52 / 46.20 ± 2.80,26.69 ± 1.68 / 21.84 ± 1.17,-2.38 ± 4.34 / 42.25 ± 2.76,11.59 ± 1.56 / 3.58 ± 0.92,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,3.93,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,9.90 ± 10.11 / 49.94 ± 4.35,18.12 ± 3.52 / 14.61 ± 2.59,0.10 ± 2.34 / 35.47 ± 2.97,4.98 ± 0.42 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,4.07,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,2.81 ± 3.29 / 51.17 ± 1.66,13.89 ± 1.37 / 12.82 ± 0.92,-1.69 ± 3.23 / 42.34 ± 1.09,9.93 ± 0.80 / 0.00 ± 0.00,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,4.07,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,-0.57 ± 3.12 / 46.08 ± 1.68,14.58 ± 1.03 / 12.65 ± 0.82,2.77 ± 2.11 / 44.52 ± 1.06,10.75 ± 0.48 / 0.00 ± 0.00,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.08,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,6.68 ± 5.74 / 42.58 ± 4.74,15.91 ± 1.60 / 16.83 ± 1.52,2.12 ± 1.92 / 37.59 ± 3.76,2.55 ± 0.36 / 0.76 ± 0.50,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.09,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,10.35 ± 8.34 / 47.47 ± 5.26,5.53 ± 2.01 / 6.33 ± 1.65,0.42 ± 3.50 / 37.73 ± 3.32,1.33 ± 0.42 / 0.13 ± 0.18,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.09,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,10.80 ± 14.77 / 51.59 ± 8.44,7.73 ± 1.60 / 5.72 ± 1.15,0.78 ± 4.17 / 43.22 ± 3.89,1.20 ± 0.13 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.13,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,14.17 ± 7.16 / 35.07 ± 7.65,6.95 ± 1.84 / 6.84 ± 1.21,-1.07 ± 1.29 / 39.20 ± 3.65,1.23 ± 0.36 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.17,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,12.55 ± 6.64 / 40.03 ± 7.99,0.88 ± 0.69 / 1.75 ± 1.10,0.47 ± 2.40 / 35.30 ± 2.85,1.18 ± 0.20 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.23,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,1.43 ± 11.63 / 40.48 ± 8.57,11.74 ± 1.82 / 12.81 ± 2.14,0.00 ± 0.00 / 33.27 ± 0.70,1.95 ± 0.32 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.24,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,3.93 ± 3.58 / 24.39 ± 2.97,2.07 ± 0.79 / 3.92 ± 1.35,0.61 ± 1.66 / 37.09 ± 3.94,1.79 ± 0.45 / 0.22 ± 0.29,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.26,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,6.52 ± 10.37 / 47.63 ± 6.68,1.22 ± 0.48 / 1.02 ± 0.35,0.82 ± 1.42 / 36.53 ± 2.78,1.07 ± 0.16 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.27,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,7.80 ± 6.11 / 47.76 ± 3.68,3.41 ± 2.26 / 3.26 ± 1.49,-0.70 ± 2.31 / 35.27 ± 2.15,1.31 ± 0.19 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.32,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,0.49 ± 2.53 / 36.54 ± 4.27,3.57 ± 0.51 / 2.96 ± 0.47,-0.34 ± 1.53 / 37.37 ± 3.42,2.33 ± 0.14 / 0.02 ± 0.04,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,4.33,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-1.17 ± 1.96 / 39.69 ± 3.30,1.04 ± 0.47 / 0.77 ± 0.30,2.62 ± 3.05 / 48.23 ± 2.62,1.70 ± 0.16 / 0.02 ± 0.04,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.11.0.dev0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.34,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,0.45 ± 4.86 / 47.92 ± 2.72,0.00 ± 0.00 / 0.00 ± 0.00,1.11 ± 2.04 / 43.89 ± 3.72,1.38 ± 0.10 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.34,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,0.44 ± 4.58 / 45.52 ± 1.55,0.02 ± 0.02 / 0.01 ± 0.01,1.54 ± 4.60 / 47.20 ± 3.60,1.58 ± 0.18 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,4.36,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,0.00 ± 0.00 / 42.03 ± 0.14,0.00 ± 0.00 / 0.00 ± 0.00,1.04 ± 3.59 / 44.02 ± 4.33,0.00 ± 0.00 / 0.00 ± 0.00,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,4.36,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,0.00 ± 0.00 / 42.03 ± 0.14,0.00 ± 0.00 / 0.00 ± 0.00,0.33 ± 2.20 / 40.29 ± 4.22,0.20 ± 0.04 / 0.00 ± 0.00,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.40,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-7.70 ± 6.77 / 26.51 ± 2.86,2.66 ± 0.86 / 6.87 ± 1.75,1.14 ± 3.87 / 33.97 ± 1.14,0.46 ± 0.09 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.47,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,-11.31 ± 5.28 / 32.91 ± 1.08,0.00 ± 0.00 / 0.00 ± 0.00,-1.88 ± 2.15 / 38.72 ± 2.68,0.76 ± 0.13 / 0.00 ± 0.00,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,-,27.00 ± 1.52 / 26.70 ± 2.25,3.26 ± 2.63 / 33.81 ± 0.70,-,-,16.11.0.dev0,16.11.0.dev0,-
