<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.30,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,44.41 ± 2.25 / 56.37 ± 1.99,26.39 ± 1.93 / 18.55 ± 1.48,14.98 ± 1.34 / 54.79 ± 1.00,15.19 ± 0.41 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,3.30,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,30.47 ± 1.59 / 46.78 ± 1.60,31.50 ± 1.91 / 18.07 ± 1.37,2.79 ± 1.65 / 38.59 ± 3.57,46.74 ± 1.10 / 29.67 ± 1.31,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,3.31,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,28.64 ± 1.17 / 50.72 ± 0.81,40.51 ± 1.36 / 19.80 ± 1.51,-0.85 ± 1.89 / 38.75 ± 1.20,35.05 ± 1.56 / 20.52 ± 1.42,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.37,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,10.52 ± 1.57 / 16.07 ± 0.99,34.46 ± 1.43 / 18.27 ± 0.56,3.40 ± 1.48 / 42.01 ± 2.44,56.59 ± 1.14 / 33.78 ± 1.40,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.39,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,26.60 ± 1.57 / 48.03 ± 1.86,37.38 ± 1.68 / 22.95 ± 1.63,1.86 ± 1.40 / 47.74 ± 2.16,33.82 ± 1.35 / 19.09 ± 0.92,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.39,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,25.36 ± 1.47 / 47.43 ± 1.37,36.67 ± 2.14 / 21.35 ± 1.32,1.27 ± 1.69 / 46.99 ± 2.54,33.92 ± 1.23 / 18.02 ± 1.34,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,3.41,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,34.47 ± 2.07 / 49.71 ± 2.46,31.68 ± 3.45 / 16.94 ± 1.35,0.32 ± 0.63 / 33.63 ± 0.39,29.83 ± 2.52 / 17.68 ± 2.41,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,3.41,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,24.14 ± 0.98 / 47.40 ± 0.87,38.29 ± 1.78 / 19.31 ± 0.88,-0.93 ± 1.87 / 38.90 ± 1.08,34.24 ± 1.08 / 18.34 ± 0.88,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,3.44,2023868416.0,64000.0,4096.0,✓,✗,(✓),✗,29.61 ± 4.01 / 33.54 ± 3.83,19.88 ± 5.13 / 17.35 ± 2.38,-1.22 ± 1.78 / 39.13 ± 2.66,59.14 ± 2.52 / 41.77 ± 2.51,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.46,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,23.68 ± 2.05 / 47.91 ± 1.35,32.81 ± 2.10 / 21.26 ± 1.58,1.52 ± 1.19 / 42.80 ± 2.67,34.48 ± 1.15 / 20.68 ± 1.40,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.48,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,21.28 ± 4.35 / 30.33 ± 4.78,30.20 ± 5.18 / 22.08 ± 2.31,1.07 ± 1.59 / 45.57 ± 2.60,38.94 ± 1.52 / 25.83 ± 1.22,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.48,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,7.26 ± 5.94 / 29.41 ± 4.57,42.21 ± 1.37 / 26.54 ± 1.63,0.22 ± 1.50 / 44.13 ± 4.20,38.23 ± 3.48 / 22.70 ± 2.20,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.51,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,10.65 ± 3.91 / 37.20 ± 2.23,21.87 ± 3.21 / 17.27 ± 1.26,1.51 ± 2.93 / 47.42 ± 1.75,62.70 ± 1.19 / 33.44 ± 1.49,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.51,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,1.40 ± 1.04 / 11.48 ± 0.31,40.27 ± 3.24 / 24.22 ± 2.77,0.44 ± 1.23 / 33.87 ± 0.55,46.71 ± 2.36 / 31.18 ± 1.86,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,3.53,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,33.66 ± 1.90 / 51.17 ± 2.05,40.92 ± 1.74 / 22.22 ± 1.96,3.10 ± 1.20 / 42.11 ± 2.81,0.00 ± 0.00 / 0.00 ± 0.00,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.53,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,30.26 ± 1.82 / 49.22 ± 1.74,35.84 ± 2.23 / 21.49 ± 1.61,0.75 ± 1.75 / 47.52 ± 2.42,17.80 ± 0.73 / 0.56 ± 0.19,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.54,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,10.09 ± 2.18 / 21.36 ± 2.64,23.99 ± 1.44 / 19.99 ± 1.14,6.74 ± 2.83 / 35.05 ± 1.25,49.33 ± 0.94 / 30.70 ± 0.93,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.54,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,14.74 ± 5.41 / 31.86 ± 4.37,47.02 ± 1.43 / 22.49 ± 0.87,0.32 ± 0.62 / 33.09 ± 0.41,12.79 ± 1.38 / 0.69 ± 0.22,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/TurkuNLP/bert-large-finnish-cased-v1'>TurkuNLP/bert-large-finnish-cased-v1</a>,🔍,3.55,354147330.0,50105.0,512.0,✓,✗,(✓),✗,20.81 ± 3.22 / 43.10 ± 2.76,48.30 ± 1.39 / 46.60 ± 1.28,0.31 ± 1.78 / 49.29 ± 1.06,7.29 ± 0.82 / 4.26 ± 0.58,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.59,117654272.0,250037.0,512.0,✓,✗,(✓),✗,43.18 ± 2.04 / 49.00 ± 1.90,33.28 ± 4.39 / 42.90 ± 2.34,0.14 ± 1.35 / 45.05 ± 2.76,0.22 ± 0.26 / 0.11 ± 0.12,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.64,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,17.57 ± 1.16 / 37.76 ± 1.69,35.60 ± 2.46 / 22.25 ± 1.55,0.28 ± 1.79 / 34.09 ± 0.51,22.36 ± 0.91 / 12.22 ± 1.14,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,3.64,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,24.35 ± 0.72 / 39.55 ± 2.66,25.67 ± 4.81 / 17.11 ± 2.02,1.39 ± 1.71 / 47.45 ± 1.87,26.88 ± 1.52 / 15.53 ± 1.69,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.64,108867577.0,84985.0,512.0,✓,✗,(✓),✗,6.89 ± 4.32 / 27.88 ± 3.18,55.60 ± 1.45 / 54.70 ± 0.78,-0.87 ± 1.44 / 40.70 ± 4.18,0.18 ± 0.25 / 0.11 ± 0.15,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.71,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,26.28 ± 3.25 / 42.88 ± 4.49,27.79 ± 1.50 / 22.45 ± 1.20,2.93 ± 1.62 / 44.34 ± 2.72,14.28 ± 0.97 / 0.02 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.71,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,24.74 ± 7.22 / 32.47 ± 6.68,16.31 ± 3.88 / 14.96 ± 1.59,0.40 ± 1.18 / 45.41 ± 2.27,37.90 ± 0.93 / 22.39 ± 1.02,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.79,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,24.04 ± 1.30 / 40.40 ± 1.76,28.44 ± 1.67 / 16.76 ± 1.18,1.70 ± 1.36 / 46.36 ± 2.90,11.62 ± 0.50 / 0.11 ± 0.07,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Finnish-NLP/roberta-large-finnish-v2'>Finnish-NLP/roberta-large-finnish-v2</a>,🔍,3.80,354313218.0,50265.0,514.0,✓,✗,(✓),✗,1.40 ± 2.13 / 24.53 ± 1.33,47.60 ± 1.53 / 47.73 ± 1.45,0.30 ± 1.35 / 47.16 ± 2.11,4.90 ± 1.57 / 2.85 ± 0.95,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/Finnish-NLP/roberta-large-finnish'>Finnish-NLP/roberta-large-finnish</a>,🔍,3.83,354313218.0,50265.0,514.0,✓,✗,(✓),✗,1.20 ± 2.14 / 25.35 ± 2.05,46.26 ± 1.23 / 46.98 ± 1.61,0.42 ± 2.19 / 47.28 ± 2.51,5.14 ± 2.57 / 3.05 ± 1.64,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.84,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,5.98 ± 1.08 / 32.67 ± 1.41,9.67 ± 1.08 / 8.90 ± 0.66,4.49 ± 3.90 / 49.95 ± 2.22,52.41 ± 1.04 / 27.12 ± 1.28,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.84,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,8.78 ± 3.52 / 31.73 ± 4.05,30.86 ± 2.84 / 34.20 ± 2.11,1.47 ± 2.11 / 41.62 ± 5.05,17.70 ± 1.31 / 10.23 ± 1.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,3.87,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,0.26 ± 0.50 / 23.54 ± 0.21,48.15 ± 1.80 / 24.49 ± 1.98,0.32 ± 0.63 / 33.61 ± 0.40,0.39 ± 0.07 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.87,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,0.32 ± 0.44 / 11.36 ± 0.30,35.28 ± 2.54 / 19.69 ± 1.64,0.72 ± 0.99 / 34.85 ± 1.43,18.44 ± 1.84 / 1.97 ± 1.13,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.88,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,11.56 ± 2.77 / 25.28 ± 3.62,21.37 ± 4.37 / 17.22 ± 1.97,0.51 ± 1.45 / 40.04 ± 2.95,26.94 ± 1.38 / 15.19 ± 1.12,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.91,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,11.66 ± 1.18 / 31.77 ± 1.00,32.76 ± 3.06 / 23.36 ± 1.70,-1.97 ± 2.54 / 47.76 ± 1.46,6.36 ± 0.43 / 1.53 ± 0.26,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.91,395881664.0,50368.0,?,✓,✗,(✓),✗,10.02 ± 2.30 / 37.10 ± 2.23,26.28 ± 3.61 / 31.84 ± 2.67,1.19 ± 2.07 / 46.86 ± 2.18,15.79 ± 2.35 / 10.83 ± 1.80,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.91,751632384.0,151936.0,40960.0,✓,✗,✗,✓,16.43 ± 0.59 / 37.52 ± 0.85,18.60 ± 0.41 / 15.22 ± 0.46,1.06 ± 0.88 / 42.49 ± 0.52,24.38 ± 0.63 / 12.45 ± 0.33,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.92,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,17.76 ± 2.19 / 43.00 ± 1.55,30.21 ± 1.52 / 20.61 ± 0.86,-1.82 ± 1.96 / 45.68 ± 1.00,2.50 ± 0.39 / 1.02 ± 0.23,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.95,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,12.11 ± 3.23 / 27.63 ± 5.34,26.31 ± 3.51 / 15.86 ± 1.57,-0.72 ± 1.18 / 38.61 ± 4.10,10.54 ± 1.29 / 1.93 ± 0.99,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.96,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,9.57 ± 2.19 / 33.89 ± 3.21,23.26 ± 3.51 / 26.38 ± 3.87,2.38 ± 1.14 / 46.04 ± 2.98,15.99 ± 1.49 / 9.04 ± 1.11,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct</a>,🤔,3.96,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,19.68 ± 3.07 / 40.37 ± 3.40,18.83 ± 4.71 / 14.03 ± 3.85,2.71 ± 2.13 / 51.21 ± 1.14,8.74 ± 2.23 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.98,93990500.0,65636.0,512.0,✓,✗,(✓),✓,8.06 ± 4.29 / 31.23 ± 4.83,31.26 ± 1.06 / 36.20 ± 0.77,0.97 ± 2.09 / 48.89 ± 1.22,5.47 ± 1.44 / 2.93 ± 0.94,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.99,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,7.86 ± 2.37 / 18.77 ± 3.72,25.30 ± 2.49 / 18.77 ± 1.68,-1.27 ± 1.86 / 34.58 ± 1.45,19.01 ± 1.64 / 9.62 ± 1.50,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.99,751632384.0,151936.0,40960.0,✓,✗,✗,✓,11.76 ± 3.86 / 28.41 ± 7.80,19.60 ± 3.09 / 15.61 ± 1.79,0.85 ± 1.22 / 37.21 ± 4.17,19.08 ± 1.21 / 9.47 ± 0.80,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.99,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,15.02 ± 1.36 / 38.19 ± 1.15,18.78 ± 2.30 / 12.67 ± 1.11,1.52 ± 0.99 / 49.44 ± 0.42,12.29 ± 1.40 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.99,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,16.63 ± 1.20 / 41.69 ± 1.09,22.78 ± 1.04 / 15.61 ± 1.32,-0.60 ± 1.74 / 49.38 ± 0.87,12.63 ± 0.98 / 0.00 ± 0.00,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,4.00,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,0.00 ± 0.00 / 11.32 ± 0.27,16.57 ± 4.13 / 14.01 ± 1.59,1.34 ± 1.15 / 45.05 ± 2.60,39.05 ± 1.44 / 23.94 ± 1.43,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/TurkuNLP/finnish-modernbert-large'>TurkuNLP/finnish-modernbert-large</a>,🔍,4.00,401260864.0,55616.0,16000.0,✓,✗,(✓),✗,6.12 ± 1.78 / 28.34 ± 3.19,26.86 ± 5.88 / 33.02 ± 4.23,1.43 ± 2.33 / 47.88 ± 3.02,11.62 ± 1.57 / 5.77 ± 1.13,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,4.02,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,11.38 ± 2.87 / 36.66 ± 2.01,20.48 ± 0.74 / 14.17 ± 0.61,1.57 ± 3.71 / 50.39 ± 1.83,13.36 ± 0.77 / 0.00 ± 0.00,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,4.05,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,13.89 ± 1.64 / 35.58 ± 1.65,11.82 ± 4.24 / 10.50 ± 1.89,-0.14 ± 1.99 / 48.61 ± 1.76,26.92 ± 1.72 / 13.42 ± 1.30,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,4.06,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,2.13 ± 1.10 / 11.60 ± 0.36,12.40 ± 2.04 / 12.20 ± 1.30,2.32 ± 0.87 / 48.44 ± 2.01,36.33 ± 1.13 / 15.38 ± 1.25,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,4.09,149655232.0,50368.0,?,✓,✗,(✓),✓,7.20 ± 4.03 / 30.70 ± 3.87,23.78 ± 2.92 / 29.74 ± 2.79,-0.90 ± 1.61 / 45.10 ± 1.48,5.29 ± 1.89 / 2.77 ± 1.05,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,4.12,395881664.0,50368.0,?,✓,✗,(✓),✓,3.82 ± 2.75 / 27.83 ± 2.96,23.87 ± 3.65 / 27.77 ± 2.76,-0.70 ± 1.35 / 43.42 ± 3.11,10.63 ± 2.80 / 6.37 ± 1.86,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,4.14,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,3.87 ± 1.31 / 13.13 ± 1.04,26.68 ± 3.77 / 16.29 ± 2.02,1.04 ± 1.24 / 46.85 ± 3.47,0.21 ± 0.05 / 0.00 ± 0.00,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.21,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,4.14 ± 2.39 / 25.27 ± 4.80,19.19 ± 4.11 / 14.31 ± 1.84,0.71 ± 0.84 / 34.13 ± 0.87,5.76 ± 0.91 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,4.21,1791080448.0,120818.0,262144.0,✓,✗,(✓),✓,9.99 ± 1.18 / 33.76 ± 1.48,16.89 ± 0.82 / 12.72 ± 0.95,0.42 ± 1.19 / 40.01 ± 2.33,6.21 ± 0.59 / 0.00 ± 0.00,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.24,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,3.95 ± 2.66 / 17.66 ± 2.78,19.06 ± 2.11 / 17.74 ± 1.72,0.11 ± 1.58 / 35.80 ± 2.96,2.26 ± 0.63 / 0.33 ± 0.22,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,4.25,949685760.0,128256.0,4096.0,✗,✗,(✓),✓,12.94 ± 3.32 / 24.63 ± 5.29,11.97 ± 3.28 / 11.50 ± 1.73,-1.94 ± 1.27 / 37.68 ± 3.84,8.11 ± 1.00 / 3.08 ± 0.80,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.29,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,7.27 ± 3.25 / 24.47 ± 5.56,11.12 ± 3.91 / 11.83 ± 1.67,0.42 ± 1.13 / 37.85 ± 4.29,4.18 ± 0.54 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.30,?,103424.0,131072.0,✓,✗,(✓),✗,4.60 ± 2.01 / 30.14 ± 1.36,15.22 ± 1.68 / 13.71 ± 1.10,-1.64 ± 2.05 / 44.34 ± 2.49,5.15 ± 1.28 / 0.87 ± 0.55,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
