<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.57,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,0.00 ± 0.00 / 17.22 ± 0.20,29.55 ± 1.94 / 29.55 ± 1.94,0.31 ± 0.62 / 33.32 ± 0.27,45.02 ± 1.08 / 26.63 ± 1.32,21.06 ± 1.70 / 23.55 ± 2.70,11.10 ± 1.82 / 29.49 ± 2.23,5.04 ± 1.65 / 49.64 ± 0.69,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.57,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,24.23 ± 1.56 / 44.95 ± 1.04,53.32 ± 1.38 / 53.32 ± 1.38,8.85 ± 3.32 / 52.37 ± 1.63,1.17 ± 0.29 / 0.36 ± 0.16,0.00 ± 0.00 / 0.00 ± 0.00,25.35 ± 1.67 / 43.71 ± 1.23,3.60 ± 3.69 / 52.89 ± 1.79,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.58,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,21.81 ± 2.26 / 43.80 ± 2.60,22.96 ± 4.81 / 22.96 ± 4.81,0.95 ± 1.52 / 47.81 ± 1.85,31.06 ± 2.23 / 17.82 ± 1.79,23.24 ± 1.37 / 26.13 ± 1.70,-0.19 ± 0.89 / 24.85 ± 0.66,0.32 ± 2.39 / 49.64 ± 1.11,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.59,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,19.75 ± 3.52 / 38.11 ± 3.65,54.36 ± 1.28 / 54.36 ± 1.28,12.77 ± 2.84 / 54.40 ± 1.56,6.98 ± 0.77 / 1.35 ± 0.23,0.00 ± 0.00 / 0.00 ± 0.00,8.57 ± 2.17 / 27.15 ± 1.06,8.18 ± 2.88 / 63.98 ± 1.14,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.61,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,21.96 ± 3.97 / 44.40 ± 3.20,33.52 ± 1.77 / 33.52 ± 1.77,-2.03 ± 2.63 / 47.91 ± 1.39,54.74 ± 1.02 / 34.13 ± 1.04,0.00 ± 0.00 / 0.00 ± 0.00,7.80 ± 2.20 / 30.70 ± 1.59,-0.44 ± 5.36 / 53.12 ± 3.44,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.67,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,1.07 ± 1.07 / 17.12 ± 0.50,45.21 ± 1.38 / 45.21 ± 1.38,0.00 ± 0.00 / 33.74 ± 0.46,54.32 ± 0.80 / 37.14 ± 0.74,0.00 ± 0.00 / 0.00 ± 0.00,9.55 ± 1.03 / 31.41 ± 0.66,-1.51 ± 2.35 / 48.75 ± 2.11,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.68,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,20.71 ± 2.79 / 42.34 ± 2.04,19.78 ± 1.95 / 19.78 ± 1.95,-0.31 ± 2.80 / 49.20 ± 1.40,48.31 ± 0.96 / 30.50 ± 1.03,0.00 ± 0.00 / 0.00 ± 0.00,5.88 ± 2.55 / 29.41 ± 1.87,6.94 ± 3.76 / 50.55 ± 2.74,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.72,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,0.00 ± 0.00 / 16.42 ± 0.24,48.81 ± 1.65 / 48.81 ± 1.65,2.76 ± 2.24 / 39.19 ± 3.88,0.14 ± 0.03 / 0.00 ± 0.00,22.82 ± 1.59 / 25.85 ± 1.73,9.49 ± 0.90 / 32.29 ± 0.73,-0.54 ± 2.00 / 50.23 ± 0.87,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.75,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,5.88 ± 4.96 / 31.52 ± 2.33,38.30 ± 1.55 / 38.30 ± 1.55,0.31 ± 1.15 / 42.01 ± 3.74,4.73 ± 0.33 / 0.00 ± 0.00,24.26 ± 1.08 / 27.20 ± 1.37,0.11 ± 1.30 / 24.05 ± 1.23,0.07 ± 1.18 / 49.70 ± 0.84,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.81,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,5.36 ± 2.43 / 25.28 ± 3.45,33.73 ± 3.39 / 33.73 ± 3.39,0.02 ± 0.61 / 34.97 ± 1.81,10.65 ± 1.58 / 5.51 ± 0.86,17.22 ± 1.97 / 18.37 ± 2.20,-3.23 ± 0.83 / 23.24 ± 1.11,-0.15 ± 0.30 / 49.12 ± 0.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.84,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,1.30 ± 0.91 / 17.12 ± 0.87,28.98 ± 1.85 / 28.98 ± 1.85,0.79 ± 1.64 / 36.43 ± 2.24,2.30 ± 0.17 / 0.00 ± 0.00,25.85 ± 0.35 / 29.59 ± 0.41,1.33 ± 1.36 / 24.92 ± 1.03,0.43 ± 2.75 / 50.18 ± 1.23,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,3.85,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,4.15 ± 4.24 / 27.00 ± 4.02,13.39 ± 4.77 / 13.39 ± 4.77,-0.33 ± 0.85 / 38.46 ± 2.74,3.74 ± 0.12 / 0.00 ± 0.00,30.60 ± 0.19 / 35.74 ± 0.24,0.04 ± 0.99 / 23.40 ± 1.23,0.26 ± 0.36 / 50.12 ± 0.94,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.85,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,0.54 ± 2.32 / 17.84 ± 0.84,27.76 ± 5.38 / 27.76 ± 5.38,-0.72 ± 1.34 / 38.13 ± 3.46,20.10 ± 2.41 / 12.40 ± 1.91,17.83 ± 3.96 / 19.50 ± 4.57,-1.70 ± 1.08 / 22.69 ± 0.73,-2.08 ± 1.10 / 49.00 ± 0.74,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.85,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,2.19 ± 1.67 / 17.45 ± 0.83,17.81 ± 1.51 / 17.81 ± 1.51,1.21 ± 1.38 / 42.95 ± 3.85,13.12 ± 1.51 / 0.33 ± 0.20,25.38 ± 0.26 / 29.76 ± 0.32,-0.46 ± 1.41 / 25.91 ± 1.02,1.50 ± 2.61 / 50.96 ± 1.25,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.15.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,3.86,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,1.40 ± 2.54 / 20.83 ± 3.12,28.89 ± 2.78 / 28.89 ± 2.78,-0.08 ± 1.66 / 35.99 ± 2.95,8.58 ± 0.92 / 2.98 ± 0.60,19.58 ± 1.07 / 22.24 ± 1.27,0.12 ± 0.82 / 24.77 ± 0.94,0.59 ± 1.07 / 49.13 ± 0.77,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,3.86,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,2.21 ± 2.18 / 25.50 ± 3.25,32.12 ± 1.74 / 32.12 ± 1.74,0.01 ± 1.17 / 38.82 ± 4.29,1.91 ± 0.37 / 0.00 ± 0.00,21.83 ± 1.95 / 24.23 ± 2.39,-0.59 ± 0.80 / 24.62 ± 0.87,0.69 ± 1.07 / 49.22 ± 0.73,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.86,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,2.35 ± 2.44 / 20.16 ± 3.46,28.72 ± 1.16 / 28.72 ± 1.16,-0.59 ± 1.06 / 37.74 ± 3.98,2.75 ± 0.16 / 0.00 ± 0.00,25.89 ± 0.48 / 29.58 ± 0.54,0.21 ± 0.88 / 23.83 ± 0.88,0.00 ± 0.00 / 49.12 ± 0.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.88,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,10.86 ± 3.88 / 28.14 ± 3.27,11.79 ± 3.43 / 11.79 ± 3.43,1.04 ± 1.96 / 37.15 ± 2.31,15.91 ± 2.18 / 8.91 ± 1.39,19.96 ± 2.40 / 21.68 ± 3.02,-0.33 ± 0.72 / 22.65 ± 0.60,0.00 ± 0.00 / 49.12 ± 0.75,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.15.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,3.89,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,5.47 ± 2.73 / 30.92 ± 2.99,21.27 ± 3.75 / 21.27 ± 3.75,-0.01 ± 0.92 / 38.08 ± 3.79,0.69 ± 0.10 / 0.02 ± 0.04,24.40 ± 0.63 / 27.93 ± 0.72,-1.40 ± 1.04 / 23.10 ± 0.97,-1.07 ± 1.03 / 48.88 ± 0.50,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,3.91,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,-1.95 ± 3.01 / 22.04 ± 2.62,34.03 ± 2.71 / 34.03 ± 2.71,-0.39 ± 0.47 / 35.19 ± 2.86,3.26 ± 1.25 / 1.22 ± 0.54,19.20 ± 1.14 / 20.67 ± 1.34,-0.00 ± 0.96 / 22.71 ± 0.70,-0.45 ± 0.88 / 49.11 ± 0.76,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,3.92,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,1.63 ± 2.55 / 25.42 ± 3.47,35.59 ± 1.51 / 35.59 ± 1.51,0.05 ± 0.59 / 35.23 ± 2.26,2.35 ± 0.37 / 0.68 ± 0.36,16.91 ± 1.10 / 18.14 ± 1.38,-0.17 ± 0.71 / 23.80 ± 1.01,-0.77 ± 1.98 / 49.01 ± 0.87,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.00,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,-0.02 ± 2.03 / 20.67 ± 2.49,24.30 ± 3.16 / 24.30 ± 3.16,0.00 ± 0.00 / 33.30 ± 0.27,1.34 ± 0.24 / 0.23 ± 0.17,19.11 ± 1.11 / 20.99 ± 1.32,-0.40 ± 0.81 / 23.60 ± 0.59,0.39 ± 2.46 / 49.00 ± 0.72,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.00,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,1.63 ± 2.68 / 20.85 ± 3.48,15.72 ± 3.96 / 15.72 ± 3.96,-0.56 ± 0.57 / 36.96 ± 4.08,1.37 ± 0.30 / 0.00 ± 0.00,19.45 ± 2.67 / 21.48 ± 3.21,0.05 ± 1.04 / 24.02 ± 0.89,-0.54 ± 1.00 / 49.18 ± 0.80,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.06,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-2.41 ± 4.17 / 22.77 ± 2.03,15.32 ± 1.83 / 15.32 ± 1.83,-0.20 ± 0.66 / 34.09 ± 0.75,3.87 ± 0.86 / 0.68 ± 0.29,19.83 ± 1.24 / 22.26 ± 1.50,-0.83 ± 1.17 / 22.49 ± 0.75,0.00 ± 0.00 / 49.12 ± 0.75,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.14.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.06,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,-1.96 ± 2.18 / 23.16 ± 1.71,21.88 ± 2.12 / 21.88 ± 2.12,-0.16 ± 1.00 / 36.90 ± 4.35,3.08 ± 0.41 / 0.56 ± 0.25,14.88 ± 1.63 / 16.46 ± 1.92,0.95 ± 0.74 / 24.87 ± 1.05,0.00 ± 0.00 / 49.12 ± 0.75,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.14.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.22,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,-2.99 ± 2.41 / 25.28 ± 1.61,2.47 ± 1.43 / 2.47 ± 1.43,0.07 ± 1.39 / 39.51 ± 3.53,0.82 ± 0.10 / 0.00 ± 0.00,13.48 ± 0.64 / 15.95 ± 0.70,0.55 ± 0.73 / 25.82 ± 0.98,-1.25 ± 2.91 / 49.71 ± 1.49,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.14.0.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.29,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,3.99 ± 3.36 / 23.14 ± 4.82,0.04 ± 0.04 / 0.04 ± 0.04,0.00 ± 0.00 / 33.30 ± 0.27,0.61 ± 0.10 / 0.00 ± 0.00,6.58 ± 0.38 / 6.95 ± 0.39,-0.17 ± 1.38 / 23.55 ± 0.98,1.44 ± 1.40 / 50.33 ± 0.70,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.14.0.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.31,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,5.88 ± 2.63 / 22.87 ± 1.96,3.99 ± 0.52 / 3.99 ± 0.52,-0.12 ± 1.60 / 35.02 ± 2.32,0.73 ± 0.10 / 0.00 ± 0.00,0.00 ± 0.00 / 0.00 ± 0.00,0.83 ± 1.30 / 27.50 ± 1.10,0.00 ± 0.00 / 45.47 ± 4.31,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-,117654272.0,250037.0,512.0,✓,✗,(✓),✗,23.83 ± 2.18 / 46.38 ± 2.20,75.40 ± 1.15 / 75.40 ± 1.15,0.14 ± 1.74 / 48.06 ± 1.52,0.04 ± 0.05 / 0.04 ± 0.05,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-,470927360.0,501153.0,512.0,✓,✗,(✓),✗,34.61 ± 2.25 / 55.63 ± 1.60,92.01 ± 0.56 / 92.01 ± 0.56,29.51 ± 14.57 / 63.11 ± 7.73,24.70 ± 1.06 / 17.51 ± 0.96,-,-,-,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,-,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,47.25 ± 1.09 / 62.38 ± 1.39,57.13 ± 1.55 / 57.13 ± 1.55,27.67 ± 1.51 / 58.91 ± 3.38,57.19 ± 1.45 / 32.63 ± 2.06,-,38.44 ± 1.16 / 52.67 ± 0.88,18.44 ± 1.78 / 58.42 ± 1.01,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,-,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,37.91 ± 1.20 / 55.24 ± 0.96,70.49 ± 1.74 / 70.49 ± 1.74,20.56 ± 1.05 / 60.07 ± 0.54,48.33 ± 1.42 / 29.12 ± 1.72,-,60.72 ± 0.71 / 70.53 ± 0.51,23.05 ± 2.02 / 61.52 ± 0.98,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,-,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,-,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,39.67 ± 1.14 / 58.94 ± 1.37,57.69 ± 1.05 / 57.69 ± 1.05,25.93 ± 2.38 / 61.05 ± 2.17,60.56 ± 1.57 / 39.85 ± 1.60,-,36.66 ± 0.83 / 52.09 ± 0.64,8.26 ± 1.96 / 54.20 ± 0.95,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,-,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,29.61 ± 1.69 / 42.23 ± 1.07,66.91 ± 1.54 / 66.91 ± 1.54,19.77 ± 4.41 / 44.04 ± 5.16,64.10 ± 1.87 / 45.62 ± 2.20,-,30.72 ± 0.80 / 43.11 ± 0.78,31.71 ± 1.48 / 61.78 ± 1.32,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,48.50 ± 1.35 / 62.32 ± 1.26,67.83 ± 1.63 / 67.83 ± 1.63,41.46 ± 1.61 / 66.55 ± 2.07,24.94 ± 1.31 / 0.00 ± 0.00,-,38.40 ± 0.71 / 53.54 ± 0.54,26.04 ± 2.60 / 63.01 ± 1.29,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,-,?,128000.0,4096.0,✓,✗,(✓),✓,15.78 ± 4.34 / 25.98 ± 3.74,55.50 ± 2.08 / 55.50 ± 2.08,24.92 ± 5.51 / 59.46 ± 4.81,65.28 ± 1.68 / 45.27 ± 2.05,-,36.69 ± 0.79 / 52.24 ± 0.57,18.65 ± 1.59 / 59.35 ± 0.81,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,-,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,43.43 ± 1.86 / 51.53 ± 2.37,44.87 ± 1.75 / 44.87 ± 1.75,22.28 ± 2.09 / 49.91 ± 2.36,10.12 ± 0.73 / 0.00 ± 0.00,-,31.45 ± 0.94 / 48.08 ± 0.71,1.88 ± 2.66 / 49.71 ± 1.14,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,47.54 ± 2.05 / 62.20 ± 2.73,31.01 ± 1.82 / 31.01 ± 1.82,12.47 ± 5.59 / 44.45 ± 6.19,59.68 ± 4.20 / 40.16 ± 3.50,-,40.67 ± 1.13 / 55.29 ± 0.87,11.15 ± 2.35 / 55.29 ± 1.19,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,-,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,48.95 ± 2.58 / 65.55 ± 2.03,58.70 ± 1.94 / 58.70 ± 1.94,43.86 ± 6.99 / 69.61 ± 5.69,61.30 ± 3.18 / 42.49 ± 2.66,-,42.66 ± 0.95 / 56.91 ± 0.76,26.95 ± 2.11 / 63.02 ± 0.99,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,-,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,0.00 ± 0.00 / 17.22 ± 0.20,62.43 ± 1.12 / 62.43 ± 1.12,15.20 ± 1.49 / 45.48 ± 1.57,0.00 ± 0.00 / 0.00 ± 0.00,-,24.34 ± 1.14 / 43.32 ± 0.83,7.75 ± 3.05 / 53.82 ± 1.42,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,52.23 ± 1.69 / 67.04 ± 1.33,73.26 ± 1.24 / 73.26 ± 1.24,60.40 ± 2.11 / 79.11 ± 1.11,27.52 ± 1.61 / 0.12 ± 0.09,-,50.83 ± 1.24 / 63.12 ± 0.93,28.51 ± 5.91 / 64.08 ± 2.94,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,23.94 ± 3.14 / 36.55 ± 1.98,67.73 ± 1.54 / 67.73 ± 1.54,23.40 ± 7.08 / 48.86 ± 7.07,64.60 ± 2.52 / 46.39 ± 2.81,-,39.82 ± 0.70 / 54.13 ± 0.57,22.13 ± 2.90 / 59.18 ± 2.15,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
